game_uid,ply,player,r,c,shape,time_sec,legal_count,had_immediate_win,chose_immediate_win,gave_opp_immediate_win,is_center,note
AlphaBeta++__vs__MCTS+__seed10020001__Astart,4,A,1,3,CIRCLE,0.990131,35,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10020001__Astart,5,B,2,0,DIAMOND,1.200067,29,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10020001__Astart,6,A,0,1,TRIANGLE,0.035867,14,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10020001__Astart,7,B,3,0,TRIANGLE,1.200025,9,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10020001__Astart,8,A,1,2,SQUARE,0.004378,8,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10020001__Astart,9,B,3,1,SQUARE,1.200011,2,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10020002__Bstart,0,B,1,0,CIRCLE,1.200356,64,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10020002__Bstart,1,A,2,1,CIRCLE,1.261577,53,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10020002__Bstart,2,B,0,2,DIAMOND,1.200093,49,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10020002__Bstart,3,A,0,1,SQUARE,1.256813,38,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10020002__Bstart,4,B,0,3,TRIANGLE,1.200106,38,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10020002__Bstart,5,A,0,0,SQUARE,0.125387,28,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10020002__Bstart,6,B,1,3,CIRCLE,1.200081,30,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10020002__Bstart,7,A,2,2,CIRCLE,0.006191,15,0,0,1,1,ok
AlphaBeta++__vs__MCTS+__seed10020002__Bstart,8,B,1,2,SQUARE,0.000016,20,1,1,0,1,ok
AlphaBeta++__vs__MCTS+__seed10030001__Astart,0,A,1,1,CIRCLE,1.260603,64,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10030001__Astart,1,B,0,3,DIAMOND,1.200563,53,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10030001__Astart,2,A,0,2,SQUARE,1.255688,49,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10030001__Astart,3,B,1,0,TRIANGLE,1.200080,39,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10030001__Astart,4,A,3,1,SQUARE,1.017063,36,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10030001__Astart,5,B,2,1,DIAMOND,1.200075,29,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10030001__Astart,6,A,0,1,CIRCLE,0.006555,15,0,0,1,0,ok
AlphaBeta++__vs__MCTS+__seed10030001__Astart,7,B,0,0,TRIANGLE,0.000025,16,1,1,0,0,ok
AlphaBeta++__vs__MCTS+__seed10030002__Bstart,0,B,3,1,TRIANGLE,1.200594,64,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10030002__Bstart,1,A,2,2,CIRCLE,1.275899,53,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10030002__Bstart,2,B,1,0,CIRCLE,1.200139,49,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10030002__Bstart,3,A,2,3,TRIANGLE,1.256740,38,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10030002__Bstart,4,B,3,0,DIAMOND,1.200096,36,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10030002__Bstart,5,A,0,1,SQUARE,0.271648,27,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10030002__Bstart,6,B,1,1,CIRCLE,1.200053,23,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10030002__Bstart,7,A,2,1,SQUARE,0.010922,22,0,0,1,1,ok
AlphaBeta++__vs__MCTS+__seed10030002__Bstart,8,B,2,0,DIAMOND,0.000034,15,1,1,0,0,ok
AlphaBeta++__vs__MCTS+__seed10040001__Astart,0,A,1,1,CIRCLE,1.277313,64,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10040001__Astart,1,B,3,0,SQUARE,1.200216,53,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10040001__Astart,2,A,2,0,TRIANGLE,1.255411,49,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10040001__Astart,3,B,0,1,DIAMOND,1.200110,39,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10040001__Astart,4,A,2,3,TRIANGLE,1.175366,36,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10040001__Astart,5,B,2,2,DIAMOND,1.200083,29,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10040001__Astart,6,A,0,3,SQUARE,0.064110,15,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10040001__Astart,7,B,3,2,CIRCLE,1.200025,9,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10040001__Astart,8,A,1,0,CIRCLE,0.009885,8,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10040001__Astart,9,B,3,1,SQUARE,1.200018,6,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10040001__Astart,10,A,1,2,SQUARE,0.001440,4,0,0,1,1,ok
AlphaBeta++__vs__MCTS+__seed10040001__Astart,11,B,0,2,TRIANGLE,0.000012,3,1,1,0,0,ok
AlphaBeta++__vs__MCTS+__seed10040002__Bstart,0,B,1,3,TRIANGLE,1.200150,64,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10040002__Bstart,1,A,2,1,CIRCLE,1.261618,53,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10040002__Bstart,2,B,0,0,SQUARE,1.200177,49,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10040002__Bstart,3,A,2,2,TRIANGLE,1.259138,38,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10040002__Bstart,4,B,3,1,DIAMOND,1.200083,36,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10040002__Bstart,5,A,0,3,DIAMOND,0.302189,24,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10040002__Bstart,6,B,1,2,CIRCLE,1.200074,24,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10040002__Bstart,7,A,3,2,SQUARE,0.013649,15,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10040002__Bstart,8,B,1,0,SQUARE,1.200047,15,0,0,1,0,ok
AlphaBeta++__vs__MCTS+__seed10040002__Bstart,9,A,0,2,DIAMOND,0.000509,12,1,1,0,0,ok
AlphaBeta++__vs__MCTS+__seed10050001__Astart,0,A,1,1,CIRCLE,1.280877,64,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10050001__Astart,1,B,2,3,DIAMOND,1.200192,53,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10050001__Astart,2,A,2,2,SQUARE,1.262730,49,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10050001__Astart,3,B,3,0,TRIANGLE,1.200110,39,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10050001__Astart,4,A,3,1,CIRCLE,0.881609,35,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10050001__Astart,5,B,0,1,DIAMOND,1.200069,29,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10050001__Astart,6,A,1,3,TRIANGLE,0.059442,15,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10050001__Astart,7,B,0,0,SQUARE,1.200022,9,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10050001__Astart,8,A,1,2,TRIANGLE,0.010529,8,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10050001__Astart,9,B,0,2,CIRCLE,1.200019,6,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10050001__Astart,10,A,2,1,SQUARE,0.002107,3,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10050001__Astart,11,B,0,3,SQUARE,1.200012,4,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10050002__Bstart,0,B,1,2,CIRCLE,1.200403,64,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10050002__Bstart,1,A,2,1,CIRCLE,1.267510,53,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10050002__Bstart,2,B,0,0,SQUARE,1.200144,49,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10050002__Bstart,3,A,3,2,SQUARE,1.254242,38,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10050002__Bstart,4,B,1,3,TRIANGLE,1.200101,35,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10050002__Bstart,5,A,0,3,DIAMOND,0.263447,26,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10050002__Bstart,6,B,0,1,TRIANGLE,1.200061,23,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10050002__Bstart,7,A,0,2,DIAMOND,0.009844,21,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10050002__Bstart,8,B,1,0,DIAMOND,1.200044,10,0,0,1,0,ok
AlphaBeta++__vs__MCTS+__seed10050002__Bstart,9,A,2,2,TRIANGLE,0.000480,12,1,1,0,1,ok
AlphaBeta++__vs__MCTS+__seed10060001__Astart,0,A,1,1,CIRCLE,1.278773,64,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10060001__Astart,1,B,2,1,SQUARE,1.200241,53,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10060001__Astart,2,A,0,3,SQUARE,1.262435,50,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10060001__Astart,3,B,3,2,TRIANGLE,1.200127,39,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10060001__Astart,4,A,0,0,TRIANGLE,1.016956,35,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10060001__Astart,5,B,1,0,DIAMOND,1.200083,28,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10060001__Astart,6,A,1,3,TRIANGLE,0.097070,22,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10060001__Astart,7,B,2,2,SQUARE,1.200061,21,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10060001__Astart,8,A,0,2,DIAMOND,0.011623,12,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10060001__Astart,9,B,3,1,TRIANGLE,1.200022,10,0,0,1,0,ok
AlphaBeta++__vs__MCTS+__seed10060001__Astart,10,A,0,1,CIRCLE,0.000191,8,1,1,0,0,ok
AlphaBeta++__vs__MCTS+__seed10060002__Bstart,0,B,0,2,TRIANGLE,1.200322,64,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10060002__Bstart,1,A,1,1,CIRCLE,1.263799,53,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10060002__Bstart,2,B,3,3,SQUARE,1.200253,49,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10060002__Bstart,3,A,0,1,DIAMOND,1.258464,38,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10060002__Bstart,4,B,1,0,SQUARE,1.200085,37,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10060002__Bstart,5,A,2,0,TRIANGLE,0.125587,28,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10060002__Bstart,6,B,1,2,DIAMOND,1.200042,15,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10060002__Bstart,7,A,2,3,TRIANGLE,0.019921,19,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10060002__Bstart,8,B,2,2,CIRCLE,1.200027,8,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10060002__Bstart,9,A,2,1,SQUARE,0.004994,10,0,0,1,1,ok
AlphaBeta++__vs__MCTS+__seed10060002__Bstart,10,B,3,2,DIAMOND,0.000021,6,1,1,0,0,ok
AlphaBeta++__vs__MCTS+__seed10070001__Astart,0,A,1,1,CIRCLE,1.280670,64,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10070001__Astart,1,B,3,2,DIAMOND,1.200165,53,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10070001__Astart,2,A,2,2,SQUARE,1.265157,49,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10070001__Astart,3,B,0,3,TRIANGLE,1.200159,39,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10070001__Astart,4,A,1,3,CIRCLE,0.931470,35,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10070001__Astart,5,B,2,0,TRIANGLE,1.200068,29,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10070001__Astart,6,A,0,1,DIAMOND,0.037647,14,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10070001__Astart,7,B,3,0,DIAMOND,1.200030,9,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10070001__Astart,8,A,1,2,SQUARE,0.004277,8,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10070001__Astart,9,B,0,0,SQUARE,1.200006,2,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10070002__Bstart,0,B,2,0,DIAMOND,1.200249,64,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10070002__Bstart,1,A,1,1,CIRCLE,1.267039,53,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10070002__Bstart,2,B,3,3,TRIANGLE,1.200124,49,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10070002__Bstart,3,A,3,2,SQUARE,1.256182,38,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10070002__Bstart,4,B,0,1,TRIANGLE,1.200079,35,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10070002__Bstart,5,A,2,1,CIRCLE,0.209333,27,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10070002__Bstart,6,B,1,2,DIAMOND,1.200040,16,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10070002__Bstart,7,A,2,2,SQUARE,0.006660,9,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10070002__Bstart,8,B,1,3,SQUARE,1.200015,6,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10080001__Astart,0,A,1,1,CIRCLE,1.279376,64,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10080001__Astart,1,B,3,0,SQUARE,1.200385,53,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10080001__Astart,2,A,2,0,TRIANGLE,1.255011,49,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10080001__Astart,3,B,0,1,DIAMOND,1.200093,39,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10080001__Astart,4,A,2,3,TRIANGLE,1.151008,36,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10080001__Astart,5,B,1,2,SQUARE,1.201391,29,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10080001__Astart,6,A,3,3,DIAMOND,0.061537,14,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10080001__Astart,7,B,0,2,DIAMOND,1.200031,9,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10080001__Astart,8,A,2,1,CIRCLE,0.004307,8,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10080001__Astart,9,B,0,3,CIRCLE,1.200008,2,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10080002__Bstart,0,B,0,0,DIAMOND,1.200191,64,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10080002__Bstart,1,A,2,2,CIRCLE,1.266145,53,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10080002__Bstart,2,B,3,1,SQUARE,1.200183,49,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10080002__Bstart,3,A,1,0,TRIANGLE,1.256928,38,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10080002__Bstart,4,B,2,3,DIAMOND,1.200090,35,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10080002__Bstart,5,A,2,1,CIRCLE,0.220230,27,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10080002__Bstart,6,B,1,2,SQUARE,1.200045,16,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10080002__Bstart,7,A,1,1,TRIANGLE,0.028735,9,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10080002__Bstart,8,B,1,3,CIRCLE,1.200051,6,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10090001__Astart,0,A,1,1,CIRCLE,1.277694,64,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10090001__Astart,1,B,3,0,SQUARE,1.200201,53,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10090001__Astart,2,A,2,0,TRIANGLE,1.257001,49,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10090001__Astart,3,B,0,1,DIAMOND,1.200101,39,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10090001__Astart,4,A,2,3,TRIANGLE,1.137845,36,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10090001__Astart,5,B,2,2,DIAMOND,1.200069,29,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10090001__Astart,6,A,0,3,SQUARE,0.068234,15,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10090001__Astart,7,B,3,2,CIRCLE,1.200029,9,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10090001__Astart,8,A,1,0,CIRCLE,0.009971,8,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10090001__Astart,9,B,3,1,SQUARE,1.200019,6,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10090001__Astart,10,A,1,2,SQUARE,0.001520,4,0,0,1,1,ok
AlphaBeta++__vs__MCTS+__seed10090001__Astart,11,B,0,2,TRIANGLE,0.000012,3,1,1,0,0,ok
AlphaBeta++__vs__MCTS+__seed10090002__Bstart,0,B,1,2,SQUARE,1.200298,64,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10090002__Bstart,1,A,2,1,CIRCLE,1.261457,53,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10090002__Bstart,2,B,3,3,DIAMOND,1.200297,49,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10090002__Bstart,3,A,0,3,TRIANGLE,1.255588,38,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10090002__Bstart,4,B,2,0,SQUARE,1.200084,36,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10090002__Bstart,5,A,1,1,TRIANGLE,0.252516,28,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10090002__Bstart,6,B,0,1,DIAMOND,1.200046,18,0,0,0,0,ok
AlphaBeta++__vs__MCTS+__seed10090002__Bstart,7,A,2,2,CIRCLE,0.007132,9,0,0,0,1,ok
AlphaBeta++__vs__MCTS+__seed10090002__Bstart,8,B,1,0,CIRCLE,1.200012,5,0,0,0,0,ok
