game_uid,ply,player,r,c,shape,time_sec,legal_count,had_immediate_win,chose_immediate_win,gave_opp_immediate_win,is_center,note
Génétique (éval AB)__vs__MCTS+__seed1050001__Astart,0,A,3,3,TRIANGLE,0.000034,64,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1050001__Astart,1,B,1,1,SQUARE,1.200330,53,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1050001__Astart,2,A,2,1,CIRCLE,4.545978,49,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1050001__Astart,3,B,0,2,DIAMOND,1.200158,39,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1050001__Astart,4,A,3,0,DIAMOND,1.413075,35,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1050001__Astart,5,B,1,0,TRIANGLE,1.200104,28,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1050001__Astart,6,A,3,2,SQUARE,0.182001,23,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1050001__Astart,7,B,0,0,TRIANGLE,1.200073,19,0,0,1,0,ok
Génétique (éval AB)__vs__MCTS+__seed1050001__Astart,8,A,3,1,CIRCLE,0.000067,18,1,1,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1050002__Bstart,0,B,3,0,TRIANGLE,1.200741,64,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1050002__Bstart,1,A,1,2,SQUARE,6.651357,53,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1050002__Bstart,2,B,2,3,DIAMOND,1.200408,49,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1050002__Bstart,3,A,2,1,CIRCLE,1.850704,38,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1050002__Bstart,4,B,3,1,SQUARE,1.200108,36,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1050002__Bstart,5,A,2,2,TRIANGLE,0.066998,28,0,0,1,1,ok
Génétique (éval AB)__vs__MCTS+__seed1050002__Bstart,6,B,2,0,SQUARE,0.000038,27,1,1,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1060001__Astart,0,A,3,3,SQUARE,0.000030,64,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1060001__Astart,1,B,1,2,CIRCLE,1.200363,53,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1060001__Astart,2,A,1,1,DIAMOND,4.713352,49,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1060001__Astart,3,B,2,3,TRIANGLE,1.200141,39,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1060001__Astart,4,A,0,1,TRIANGLE,1.164360,36,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1060001__Astart,5,B,2,0,CIRCLE,1.200077,27,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1060001__Astart,6,A,2,1,DIAMOND,0.226646,25,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1060001__Astart,7,B,3,2,TRIANGLE,1.200037,10,0,0,1,0,ok
Génétique (éval AB)__vs__MCTS+__seed1060001__Astart,8,A,2,2,SQUARE,0.000026,10,1,1,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1060002__Bstart,0,B,2,1,CIRCLE,1.200425,64,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1060002__Bstart,1,A,2,2,TRIANGLE,9.398053,53,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1060002__Bstart,2,B,0,0,SQUARE,1.200174,50,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1060002__Bstart,3,A,1,3,DIAMOND,2.953661,39,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1060002__Bstart,4,B,3,1,DIAMOND,1.200131,35,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1060002__Bstart,5,A,1,2,DIAMOND,0.741185,26,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1060002__Bstart,6,B,3,2,CIRCLE,1.200165,28,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1060002__Bstart,7,A,1,1,TRIANGLE,0.005348,13,0,0,1,1,ok
Génétique (éval AB)__vs__MCTS+__seed1060002__Bstart,8,B,0,1,SQUARE,0.000015,13,1,1,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1070001__Astart,0,A,3,0,CIRCLE,0.000031,64,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1070001__Astart,1,B,2,3,CIRCLE,1.200159,53,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1070001__Astart,2,A,1,1,TRIANGLE,5.788761,49,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1070001__Astart,3,B,0,2,TRIANGLE,1.200148,38,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1070001__Astart,4,A,2,0,DIAMOND,1.048554,34,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1070001__Astart,5,B,1,2,SQUARE,1.200081,26,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1070001__Astart,6,A,0,0,SQUARE,0.198551,23,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1070001__Astart,7,B,0,3,TRIANGLE,1.200127,19,0,0,1,0,ok
Génétique (éval AB)__vs__MCTS+__seed1070001__Astart,8,A,1,0,TRIANGLE,0.000034,18,1,1,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1070002__Bstart,0,B,0,2,SQUARE,1.200337,64,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1070002__Bstart,1,A,1,1,CIRCLE,7.373525,53,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1070002__Bstart,2,B,1,0,DIAMOND,1.200177,49,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1070002__Bstart,3,A,2,3,TRIANGLE,1.650691,39,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1070002__Bstart,4,B,3,3,DIAMOND,1.200112,35,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1070002__Bstart,5,A,2,2,CIRCLE,0.257608,27,0,0,1,1,ok
Génétique (éval AB)__vs__MCTS+__seed1070002__Bstart,6,B,3,2,SQUARE,0.000039,17,1,1,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1080001__Astart,0,A,1,2,SQUARE,0.000029,64,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1080001__Astart,1,B,0,3,CIRCLE,1.200134,53,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1080001__Astart,2,A,2,1,TRIANGLE,4.631158,50,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1080001__Astart,3,B,3,2,DIAMOND,1.200241,39,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1080001__Astart,4,A,1,0,DIAMOND,2.001916,36,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1080001__Astart,5,B,2,0,CIRCLE,1.200072,27,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1080001__Astart,6,A,0,0,SQUARE,0.199494,25,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1080001__Astart,7,B,3,3,TRIANGLE,1.200035,11,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1080001__Astart,8,A,0,2,TRIANGLE,0.013746,7,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1080001__Astart,9,B,2,3,SQUARE,1.200030,5,0,0,1,0,ok
Génétique (éval AB)__vs__MCTS+__seed1080001__Astart,10,A,0,1,DIAMOND,0.000029,4,1,1,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1080002__Bstart,0,B,2,3,SQUARE,1.200339,64,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1080002__Bstart,1,A,1,2,TRIANGLE,7.128289,53,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1080002__Bstart,2,B,3,1,TRIANGLE,1.200141,49,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1080002__Bstart,3,A,0,1,DIAMOND,2.395012,38,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1080002__Bstart,4,B,3,0,CIRCLE,1.200085,35,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1080002__Bstart,5,A,2,2,DIAMOND,0.605999,26,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1080002__Bstart,6,B,1,1,SQUARE,1.200086,25,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1080002__Bstart,7,A,0,2,CIRCLE,0.008949,9,0,0,1,0,ok
Génétique (éval AB)__vs__MCTS+__seed1080002__Bstart,8,B,2,1,CIRCLE,0.000020,9,1,1,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1090001__Astart,0,A,2,3,SQUARE,0.000147,64,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1090001__Astart,1,B,3,0,CIRCLE,1.200376,53,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1090001__Astart,2,A,1,2,DIAMOND,3.556257,49,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1090001__Astart,3,B,0,1,TRIANGLE,1.200217,38,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1090001__Astart,4,A,0,2,CIRCLE,1.339078,34,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1090001__Astart,5,B,2,0,DIAMOND,1.200074,26,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1090001__Astart,6,A,1,3,TRIANGLE,0.120544,23,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1090001__Astart,7,B,0,0,DIAMOND,1.200141,18,0,0,1,0,ok
Génétique (éval AB)__vs__MCTS+__seed1090001__Astart,8,A,0,3,SQUARE,0.000027,16,1,1,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1090002__Bstart,0,B,1,1,TRIANGLE,1.200218,64,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1090002__Bstart,1,A,2,1,SQUARE,7.332947,53,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1090002__Bstart,2,B,0,2,DIAMOND,1.200151,50,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1090002__Bstart,3,A,3,2,TRIANGLE,1.530022,39,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1090002__Bstart,4,B,1,0,CIRCLE,1.200103,36,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1090002__Bstart,5,A,2,2,CIRCLE,0.523854,27,0,0,1,1,ok
Génétique (éval AB)__vs__MCTS+__seed1090002__Bstart,6,B,1,2,SQUARE,0.000036,26,1,1,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1100001__Astart,0,A,0,1,CIRCLE,0.000029,64,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1100001__Astart,1,B,3,0,DIAMOND,1.200147,53,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1100001__Astart,2,A,2,2,DIAMOND,4.285015,49,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1100001__Astart,3,B,1,3,TRIANGLE,1.200136,38,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1100001__Astart,4,A,2,3,SQUARE,1.748407,34,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1100001__Astart,5,B,3,2,CIRCLE,1.200071,26,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1100001__Astart,6,A,3,1,TRIANGLE,0.066195,24,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1100001__Astart,7,B,3,3,CIRCLE,1.200048,17,0,0,1,0,ok
Génétique (éval AB)__vs__MCTS+__seed1100001__Astart,8,A,0,3,DIAMOND,0.000054,20,1,1,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1100002__Bstart,0,B,3,3,DIAMOND,1.200198,64,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1100002__Bstart,1,A,1,1,SQUARE,6.162825,53,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1100002__Bstart,2,B,0,2,TRIANGLE,1.200108,49,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1100002__Bstart,3,A,2,3,CIRCLE,1.462808,38,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1100002__Bstart,4,B,1,0,DIAMOND,1.200094,35,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1100002__Bstart,5,A,2,1,DIAMOND,0.126244,27,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1100002__Bstart,6,B,3,0,TRIANGLE,1.200062,20,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1100002__Bstart,7,A,2,0,CIRCLE,0.026575,18,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1100002__Bstart,8,B,1,2,CIRCLE,1.200023,5,0,0,1,1,ok
Génétique (éval AB)__vs__MCTS+__seed1100002__Bstart,9,A,0,0,SQUARE,0.000017,7,1,1,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1110001__Astart,0,A,3,0,DIAMOND,0.000032,64,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1110001__Astart,1,B,3,3,SQUARE,1.200201,53,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1110001__Astart,2,A,1,2,TRIANGLE,2.753017,50,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1110001__Astart,3,B,0,2,CIRCLE,1.200205,39,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1110001__Astart,4,A,2,3,CIRCLE,1.452274,36,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1110001__Astart,5,B,3,1,TRIANGLE,1.202854,26,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1110001__Astart,6,A,2,1,SQUARE,0.253953,25,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1110001__Astart,7,B,0,0,CIRCLE,1.200052,17,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1110001__Astart,8,A,2,2,TRIANGLE,0.040813,16,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1110001__Astart,9,B,0,3,SQUARE,1.200034,9,0,0,1,0,ok
Génétique (éval AB)__vs__MCTS+__seed1110001__Astart,10,A,1,3,DIAMOND,0.000029,9,1,1,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1110002__Bstart,0,B,3,0,CIRCLE,1.200252,64,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1110002__Bstart,1,A,1,2,SQUARE,7.064585,53,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1110002__Bstart,2,B,2,3,DIAMOND,1.200310,49,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1110002__Bstart,3,A,2,1,TRIANGLE,1.898543,38,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1110002__Bstart,4,B,3,1,SQUARE,1.200091,36,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1110002__Bstart,5,A,1,1,DIAMOND,0.211166,28,0,0,1,1,ok
Génétique (éval AB)__vs__MCTS+__seed1110002__Bstart,6,B,0,1,CIRCLE,0.000024,27,1,1,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1120001__Astart,0,A,3,0,SQUARE,0.000034,64,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1120001__Astart,1,B,2,2,CIRCLE,1.200213,53,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1120001__Astart,2,A,1,1,TRIANGLE,4.650396,49,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1120001__Astart,3,B,0,3,DIAMOND,1.200182,38,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1120001__Astart,4,A,2,1,DIAMOND,1.165773,34,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1120001__Astart,5,B,1,3,SQUARE,1.200070,28,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1120001__Astart,6,A,0,1,CIRCLE,0.116911,23,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1120001__Astart,7,B,1,2,SQUARE,1.200066,19,0,0,1,1,ok
Génétique (éval AB)__vs__MCTS+__seed1120001__Astart,8,A,3,1,SQUARE,0.000033,18,1,1,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1120002__Bstart,0,B,0,2,CIRCLE,1.200346,64,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1120002__Bstart,1,A,2,1,SQUARE,7.237461,53,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1120002__Bstart,2,B,3,3,SQUARE,1.200161,49,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1120002__Bstart,3,A,1,1,CIRCLE,2.359855,38,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1120002__Bstart,4,B,1,2,DIAMOND,1.200102,36,0,0,0,1,ok
Génétique (éval AB)__vs__MCTS+__seed1120002__Bstart,5,A,2,2,TRIANGLE,0.329047,26,0,0,1,1,ok
Génétique (éval AB)__vs__MCTS+__seed1120002__Bstart,6,B,3,2,SQUARE,0.000040,27,1,1,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1130001__Astart,0,A,3,2,CIRCLE,0.000034,64,0,0,0,0,ok
Génétique (éval AB)__vs__MCTS+__seed1130001__Astart,1,B,0,3,TRIANGLE,1.200220,53,0,0,0,0,ok
