game_uid,ply,player,r,c,shape,time_sec,legal_count,had_immediate_win,chose_immediate_win,gave_opp_immediate_win,is_center,note
AlphaBeta++__vs__Génétique (éval AB)__seed1030001__Astart,1,B,2,2,DIAMOND,10.295228,53,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1030001__Astart,2,A,0,2,SQUARE,1.256103,49,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1030001__Astart,3,B,3,0,SQUARE,2.740259,39,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1030001__Astart,4,A,3,2,TRIANGLE,1.252801,35,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1030001__Astart,5,B,2,1,TRIANGLE,1.025395,28,0,0,1,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1030001__Astart,6,A,1,2,CIRCLE,0.000790,27,1,1,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1030002__Bstart,0,B,1,0,TRIANGLE,0.000032,64,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1030002__Bstart,1,A,2,1,CIRCLE,1.272642,53,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1030002__Bstart,2,B,2,2,DIAMOND,6.282596,49,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1030002__Bstart,3,A,3,3,TRIANGLE,1.256646,39,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1030002__Bstart,4,B,0,0,CIRCLE,1.412555,36,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1030002__Bstart,5,A,3,2,SQUARE,0.228180,27,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1030002__Bstart,6,B,1,2,CIRCLE,0.032720,24,0,0,1,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1030002__Bstart,7,A,2,3,CIRCLE,0.000301,21,1,1,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1040001__Astart,0,A,1,1,CIRCLE,1.252436,64,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1040001__Astart,1,B,2,2,SQUARE,10.213666,53,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1040001__Astart,2,A,0,3,SQUARE,1.261783,49,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1040001__Astart,3,B,3,0,DIAMOND,3.174711,38,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1040001__Astart,4,A,1,0,TRIANGLE,1.255484,34,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1040001__Astart,5,B,1,2,DIAMOND,0.819144,26,0,0,1,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1040001__Astart,6,A,1,3,SQUARE,0.000633,26,1,1,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1040002__Bstart,0,B,2,3,DIAMOND,0.000029,64,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1040002__Bstart,1,A,1,1,CIRCLE,1.267320,53,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1040002__Bstart,2,B,1,2,TRIANGLE,5.030805,49,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1040002__Bstart,3,A,3,3,TRIANGLE,1.257976,39,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1040002__Bstart,4,B,0,2,SQUARE,0.996795,36,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1040002__Bstart,5,A,0,0,CIRCLE,0.281448,27,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1040002__Bstart,6,B,2,1,SQUARE,0.143035,26,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1040002__Bstart,7,A,3,0,DIAMOND,0.013725,9,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1040002__Bstart,8,B,2,2,DIAMOND,0.019899,9,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1040002__Bstart,9,A,1,0,SQUARE,0.001631,7,0,0,1,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1040002__Bstart,10,B,3,2,CIRCLE,0.000009,3,1,1,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1050001__Astart,0,A,1,1,CIRCLE,1.264704,64,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1050001__Astart,1,B,2,1,DIAMOND,9.095854,53,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1050001__Astart,2,A,3,0,SQUARE,1.257917,50,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1050001__Astart,3,B,0,2,TRIANGLE,1.884138,40,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1050001__Astart,4,A,2,0,TRIANGLE,1.254113,36,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1050001__Astart,5,B,2,2,CIRCLE,0.072988,28,0,0,1,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1050001__Astart,6,A,3,1,CIRCLE,0.001077,27,1,1,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1050002__Bstart,0,B,2,2,TRIANGLE,0.000034,64,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1050002__Bstart,1,A,1,1,CIRCLE,1.275554,53,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1050002__Bstart,2,B,3,0,SQUARE,6.843961,49,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1050002__Bstart,3,A,0,3,TRIANGLE,1.256724,38,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1050002__Bstart,4,B,2,3,CIRCLE,1.929484,34,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1050002__Bstart,5,A,0,2,SQUARE,0.294810,26,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1050002__Bstart,6,B,1,2,DIAMOND,0.203627,23,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1050002__Bstart,7,A,2,1,DIAMOND,0.010905,17,0,0,1,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1050002__Bstart,8,B,3,2,CIRCLE,0.000020,16,1,1,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1060001__Astart,0,A,1,1,CIRCLE,1.260683,64,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1060001__Astart,1,B,2,2,SQUARE,10.210925,53,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1060001__Astart,2,A,0,3,SQUARE,1.273618,49,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1060001__Astart,3,B,2,0,CIRCLE,3.948238,38,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1060001__Astart,4,A,0,2,TRIANGLE,1.257903,36,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1060001__Astart,5,B,2,1,SQUARE,0.796065,26,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1060001__Astart,6,A,0,0,DIAMOND,0.136662,28,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1060001__Astart,7,B,1,2,DIAMOND,0.003718,15,0,0,1,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1060001__Astart,8,A,0,1,CIRCLE,0.000281,19,1,1,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1060002__Bstart,0,B,1,1,CIRCLE,0.000028,64,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1060002__Bstart,1,A,2,2,CIRCLE,1.273938,53,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1060002__Bstart,2,B,0,2,TRIANGLE,8.307611,49,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1060002__Bstart,3,A,3,1,TRIANGLE,1.260946,39,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1060002__Bstart,4,B,1,0,SQUARE,1.055756,36,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1060002__Bstart,5,A,2,3,DIAMOND,0.307273,27,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1060002__Bstart,6,B,0,3,TRIANGLE,0.885105,23,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1060002__Bstart,7,A,3,0,CIRCLE,0.062024,19,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1060002__Bstart,8,B,1,2,SQUARE,0.009610,13,0,0,1,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1060002__Bstart,9,A,3,2,DIAMOND,0.000456,11,1,1,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1070001__Astart,0,A,1,1,CIRCLE,1.256599,64,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1070001__Astart,1,B,1,2,SQUARE,9.833128,53,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1070001__Astart,2,A,3,0,SQUARE,1.264925,50,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1070001__Astart,3,B,3,3,CIRCLE,3.015610,39,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1070001__Astart,4,A,2,1,DIAMOND,1.257338,36,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1070001__Astart,5,B,2,2,TRIANGLE,1.102943,29,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1070001__Astart,6,A,0,1,TRIANGLE,0.115928,26,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1070001__Astart,7,B,0,2,CIRCLE,0.005139,19,0,0,1,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1070001__Astart,8,A,3,1,SQUARE,0.000423,19,1,1,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1070002__Bstart,0,B,3,1,CIRCLE,0.000032,64,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1070002__Bstart,1,A,1,2,CIRCLE,1.265634,53,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1070002__Bstart,2,B,2,2,DIAMOND,7.116705,49,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1070002__Bstart,3,A,0,1,DIAMOND,1.263404,39,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1070002__Bstart,4,B,3,3,TRIANGLE,2.159267,36,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1070002__Bstart,5,A,0,0,SQUARE,0.350601,29,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1070002__Bstart,6,B,2,0,CIRCLE,0.495040,23,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1070002__Bstart,7,A,1,3,CIRCLE,0.043466,21,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1070002__Bstart,8,B,2,1,SQUARE,0.005231,14,0,0,1,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1070002__Bstart,9,A,1,1,TRIANGLE,0.000386,11,1,1,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1080001__Astart,0,A,1,1,CIRCLE,1.262400,64,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1080001__Astart,1,B,1,2,DIAMOND,10.191816,53,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1080001__Astart,2,A,0,3,SQUARE,1.256006,50,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1080001__Astart,3,B,3,0,TRIANGLE,1.401361,40,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1080001__Astart,4,A,0,2,TRIANGLE,1.254315,36,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1080001__Astart,5,B,2,1,SQUARE,0.046157,28,0,0,1,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1080001__Astart,6,A,1,3,CIRCLE,0.000405,25,1,1,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1080002__Bstart,0,B,1,3,DIAMOND,0.000028,64,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1080002__Bstart,1,A,2,1,CIRCLE,1.265528,53,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1080002__Bstart,2,B,2,2,TRIANGLE,4.304110,49,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1080002__Bstart,3,A,3,1,SQUARE,1.259296,39,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1080002__Bstart,4,B,0,3,SQUARE,1.143707,37,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1080002__Bstart,5,A,3,0,CIRCLE,0.265110,26,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1080002__Bstart,6,B,1,2,SQUARE,0.155702,27,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1080002__Bstart,7,A,0,0,DIAMOND,0.020214,9,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1080002__Bstart,8,B,0,1,TRIANGLE,0.016219,12,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1080002__Bstart,9,A,2,0,SQUARE,0.000806,3,0,0,1,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1080002__Bstart,10,B,0,2,CIRCLE,0.000008,4,1,1,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1090001__Astart,0,A,1,1,CIRCLE,1.283829,64,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1090001__Astart,1,B,1,2,SQUARE,8.409761,53,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1090001__Astart,2,A,3,0,SQUARE,1.260342,50,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1090001__Astart,3,B,3,3,DIAMOND,2.818358,39,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1090001__Astart,4,A,3,2,TRIANGLE,0.680111,36,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1090001__Astart,5,B,2,1,DIAMOND,0.064111,29,0,0,1,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1090001__Astart,6,A,3,1,CIRCLE,0.000554,28,1,1,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1090002__Bstart,0,B,1,1,TRIANGLE,0.000030,64,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1090002__Bstart,1,A,2,2,CIRCLE,1.266166,53,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1090002__Bstart,2,B,2,0,DIAMOND,6.373431,49,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1090002__Bstart,3,A,1,2,SQUARE,1.257907,39,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1090002__Bstart,4,B,0,1,SQUARE,1.137956,38,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1090002__Bstart,5,A,0,3,TRIANGLE,0.195450,27,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1090002__Bstart,6,B,2,3,SQUARE,0.164441,26,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1090002__Bstart,7,A,2,1,CIRCLE,0.011497,18,0,0,1,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1090002__Bstart,8,B,3,1,DIAMOND,0.000035,15,1,1,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1100001__Astart,0,A,1,1,CIRCLE,1.256409,64,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1100001__Astart,1,B,2,1,SQUARE,8.817030,53,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1100001__Astart,2,A,0,3,SQUARE,1.262456,50,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1100001__Astart,3,B,3,2,DIAMOND,2.813654,39,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1100001__Astart,4,A,0,2,TRIANGLE,1.195752,35,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1100001__Astart,5,B,1,2,DIAMOND,0.531980,27,0,0,1,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1100001__Astart,6,A,1,3,CIRCLE,0.000425,27,1,1,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1100002__Bstart,0,B,3,1,SQUARE,0.000030,64,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1100002__Bstart,1,A,2,2,TRIANGLE,1.266402,53,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1100002__Bstart,2,B,1,2,DIAMOND,4.904281,49,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1100002__Bstart,3,A,0,3,SQUARE,1.254641,39,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1100002__Bstart,4,B,2,3,CIRCLE,1.030151,36,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1100002__Bstart,5,A,3,0,DIAMOND,0.313880,27,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1100002__Bstart,6,B,1,1,CIRCLE,0.268470,24,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1100002__Bstart,7,A,0,1,TRIANGLE,0.063079,19,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1100002__Bstart,8,B,2,1,SQUARE,0.005459,7,0,0,1,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1100002__Bstart,9,A,2,0,DIAMOND,0.000678,8,1,1,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1110001__Astart,0,A,1,1,CIRCLE,1.254342,64,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1110001__Astart,1,B,2,1,TRIANGLE,9.269259,53,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1110001__Astart,2,A,3,0,SQUARE,1.257135,50,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1110001__Astart,3,B,0,3,DIAMOND,1.982614,40,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1110001__Astart,4,A,2,0,DIAMOND,1.253162,36,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1110001__Astart,5,B,2,2,CIRCLE,0.094580,28,0,0,1,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1110001__Astart,6,A,3,1,CIRCLE,0.000438,25,1,1,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1110002__Bstart,0,B,2,2,DIAMOND,0.000028,64,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1110002__Bstart,1,A,1,1,CIRCLE,1.263810,53,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1110002__Bstart,2,B,1,3,SQUARE,5.631328,49,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1110002__Bstart,3,A,0,1,DIAMOND,1.257545,39,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1110002__Bstart,4,B,0,0,TRIANGLE,1.630272,37,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1110002__Bstart,5,A,1,0,CIRCLE,0.214702,26,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1110002__Bstart,6,B,0,3,SQUARE,0.298932,31,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1110002__Bstart,7,A,2,1,SQUARE,0.004382,13,0,0,1,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1110002__Bstart,8,B,0,2,CIRCLE,0.000016,18,1,1,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1120001__Astart,0,A,1,1,CIRCLE,1.256768,64,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1120001__Astart,1,B,1,2,TRIANGLE,8.202086,53,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1120001__Astart,2,A,0,3,SQUARE,1.255818,50,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1120001__Astart,3,B,0,1,DIAMOND,1.791284,40,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1120001__Astart,4,A,2,2,DIAMOND,1.200702,38,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1120001__Astart,5,B,3,3,CIRCLE,1.038412,28,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1120001__Astart,6,A,2,0,TRIANGLE,0.089714,26,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1120001__Astart,7,B,2,1,SQUARE,0.020071,17,0,0,1,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1120001__Astart,8,A,3,1,TRIANGLE,0.000545,16,1,1,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1120002__Bstart,0,B,1,2,CIRCLE,0.000029,64,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1120002__Bstart,1,A,2,1,CIRCLE,1.265563,53,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1120002__Bstart,2,B,2,3,TRIANGLE,6.888398,49,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1120002__Bstart,3,A,1,0,TRIANGLE,1.258666,39,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1120002__Bstart,4,B,0,3,SQUARE,1.755655,36,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1120002__Bstart,5,A,3,1,DIAMOND,0.254063,29,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1120002__Bstart,6,B,3,2,TRIANGLE,0.427120,23,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1120002__Bstart,7,A,0,0,CIRCLE,0.041548,21,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1120002__Bstart,8,B,1,1,SQUARE,0.005626,13,0,0,1,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1120002__Bstart,9,A,0,1,TRIANGLE,0.000301,11,1,1,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1130001__Astart,0,A,1,1,CIRCLE,1.281648,64,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1130001__Astart,1,B,2,1,DIAMOND,8.426092,53,0,0,0,1,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1130001__Astart,2,A,3,0,SQUARE,1.258749,50,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1130001__Astart,3,B,0,3,TRIANGLE,1.242428,40,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1130001__Astart,4,A,2,0,TRIANGLE,1.255567,36,0,0,0,0,ok
AlphaBeta++__vs__Génétique (éval AB)__seed1130001__Astart,5,B,1,2,DIAMOND,0.058506,28,0,0,1,1,ok
