game_uid,pair,starter,winner,end_reason,plies_total,opening,time_p1,time_p2,moves_p1,moves_p2,branch_sum_p1,branch_sum_p2,forced_p1,forced_p2,missed_win_p1,missed_win_p2,gave_opp_win_p1,gave_opp_win_p2
AlphaBeta (baseline)__vs__AlphaBeta+__seed1010001__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.609264,3.763068,5,5,180,141,0,0,0,0,1,0
AlphaBeta++__vs__MCTS (baseline)__seed4040002__Bstart,,B,A,victory,6,"0,0,DIAMOND | 1,1,CIRCLE | 0,3,TRIANGLE | 0,2,SQUARE",2.501656,1.803215,3,3,128,151,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed5050001__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,3,CIRCLE | 2,2,SQUARE | 3,1,TRIANGLE",3.799030,2.400221,5,4,186,128,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed5050002__Bstart,,B,A,victory,10,"2,3,TRIANGLE | 1,1,CIRCLE | 2,2,DIAMOND | 2,0,SQUARE",3.578318,3.000165,5,5,152,185,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed6060001__Astart,,A,A,victory,11,"1,1,CIRCLE | 3,0,SQUARE | 0,2,SQUARE | 0,1,DIAMOND",3.939848,3.000200,6,5,193,148,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed6060002__Bstart,,B,B,victory,9,"3,1,TRIANGLE | 1,1,CIRCLE | 2,2,SQUARE | 3,0,SQUARE",3.761027,3.000191,4,5,135,194,0,0,0,0,1,0
AlphaBeta++__vs__MCTS (baseline)__seed7070001__Astart,,A,A,victory,11,"1,1,CIRCLE | 0,0,DIAMOND | 2,2,DIAMOND | 2,1,TRIANGLE",3.855187,3.000137,6,5,191,132,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed7070002__Bstart,,B,A,victory,10,"2,2,SQUARE | 1,1,CIRCLE | 1,3,SQUARE | 2,0,TRIANGLE",2.909244,3.000192,5,5,155,159,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed8080001__Astart,,A,A,victory,9,"1,1,CIRCLE | 0,3,DIAMOND | 2,2,SQUARE | 3,0,DIAMOND",3.804283,2.400735,5,4,175,120,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed8080002__Bstart,,B,A,victory,10,"0,2,CIRCLE | 1,1,CIRCLE | 3,1,DIAMOND | 2,2,DIAMOND",3.297234,3.000204,5,5,151,187,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed9090001__Astart,,A,A,victory,11,"1,1,CIRCLE | 0,3,DIAMOND | 0,2,SQUARE | 3,0,DIAMOND",3.920183,3.000369,6,5,197,127,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed9090002__Bstart,,B,A,victory,8,"0,2,DIAMOND | 1,1,CIRCLE | 1,2,SQUARE | 0,3,TRIANGLE",3.540192,2.400352,4,4,144,178,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed1120001__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,0,DIAMOND | 2,2,SQUARE | 0,3,DIAMOND",3.795648,2.400201,5,4,176,120,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed1120002__Bstart,,B,B,victory,11,"0,1,TRIANGLE | 1,1,CIRCLE | 2,0,CIRCLE | 2,2,SQUARE",3.166066,3.600259,5,6,134,196,0,0,0,1,2,0
AlphaBeta++__vs__MCTS (baseline)__seed2130001__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,0,SQUARE | 2,2,TRIANGLE | 0,2,SQUARE",3.770539,2.400214,5,4,176,122,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed2130002__Bstart,,B,A,victory,10,"2,3,CIRCLE | 1,1,CIRCLE | 2,2,CIRCLE | 3,0,SQUARE",3.782168,3.000236,5,5,170,171,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed3140001__Astart,,A,A,victory,9,"1,1,CIRCLE | 0,2,SQUARE | 2,2,TRIANGLE | 3,0,SQUARE",3.789936,2.400137,5,4,176,120,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed3140002__Bstart,,B,A,victory,4,"0,1,DIAMOND | 1,1,CIRCLE | 0,0,SQUARE | 1,0,TRIANGLE",1.252395,1.200138,2,2,95,114,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed4150001__Astart,,A,A,victory,9,"1,1,CIRCLE | 3,3,DIAMOND | 2,2,SQUARE | 0,1,DIAMOND",3.816386,2.400211,5,4,189,118,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed4150002__Bstart,,B,B,no_move,9,"0,0,SQUARE | 1,1,CIRCLE | 2,3,SQUARE | 2,2,TRIANGLE",2.789551,3.000192,4,5,131,161,0,0,0,0,0,0
AlphaBeta++__vs__MCTS (baseline)__seed5160001__Astart,,A,A,victory,9,"1,1,CIRCLE | 0,2,DIAMOND | 2,2,SQUARE | 3,0,DIAMOND",3.789264,2.400145,5,4,176,120,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed5160002__Bstart,,B,B,no_move,11,"0,1,SQUARE | 1,1,CIRCLE | 3,3,SQUARE | 2,2,TRIANGLE",2.968299,3.600244,5,6,133,165,1,0,0,0,0,0
AlphaBeta++__vs__MCTS (baseline)__seed6170001__Astart,,A,A,victory,9,"1,1,CIRCLE | 3,0,DIAMOND | 2,0,SQUARE | 1,3,DIAMOND",3.843570,2.400216,5,4,187,121,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed6170002__Bstart,,B,A,victory,10,"2,3,CIRCLE | 1,1,CIRCLE | 3,2,CIRCLE | 0,1,SQUARE",3.183995,3.000223,5,5,157,175,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed7180001__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,0,DIAMOND | 2,2,SQUARE | 0,3,DIAMOND",3.787815,2.400180,5,4,188,120,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed7180002__Bstart,,B,A,victory,10,"1,3,SQUARE | 1,1,CIRCLE | 2,1,SQUARE | 0,2,TRIANGLE",2.899346,3.000340,5,5,146,168,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed8190001__Astart,,A,A,victory,9,"1,1,CIRCLE | 0,0,SQUARE | 2,2,SQUARE | 1,2,DIAMOND",3.857847,2.400230,5,4,186,130,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed8190002__Bstart,,B,A,no_move,8,"2,3,SQUARE | 1,1,CIRCLE | 1,0,SQUARE | 2,2,TRIANGLE",2.844029,2.400270,4,4,132,153,0,0,0,0,0,0
AlphaBeta++__vs__MCTS (baseline)__seed9200001__Astart,,A,B,victory,14,"1,1,CIRCLE | 2,3,CIRCLE | 2,2,SQUARE | 3,0,TRIANGLE",3.893128,4.200360,7,7,189,157,1,1,0,1,2,0
AlphaBeta++__vs__MCTS (baseline)__seed9200002__Bstart,,B,A,victory,10,"3,1,SQUARE | 1,1,CIRCLE | 0,0,SQUARE | 2,2,TRIANGLE",3.208709,3.000335,5,5,152,165,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed1010003__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,0,SQUARE | 2,2,TRIANGLE | 1,2,SQUARE",3.778508,2.400199,5,4,177,121,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed1010004__Bstart,,B,A,victory,10,"1,0,SQUARE | 1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE",3.527059,3.000377,5,5,158,179,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed2020003__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,2,SQUARE | 0,3,SQUARE | 3,2,DIAMOND",3.751650,1.800196,4,3,178,118,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed2020004__Bstart,,B,A,victory,8,"1,1,TRIANGLE | 2,2,CIRCLE | 0,1,DIAMOND | 3,0,SQUARE",2.706717,2.400252,4,4,137,164,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed3030003__Astart,,A,A,victory,11,"1,1,CIRCLE | 2,2,DIAMOND | 0,2,SQUARE | 0,1,DIAMOND",3.686223,3.000179,6,5,190,123,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed3030004__Bstart,,B,A,no_move,8,"1,0,DIAMOND | 1,1,CIRCLE | 0,2,TRIANGLE | 0,3,SQUARE",2.764474,2.400152,4,4,129,166,0,0,0,0,0,0
AlphaBeta++__vs__MCTS (baseline)__seed4040003__Astart,,A,A,victory,9,"1,1,CIRCLE | 1,0,SQUARE | 2,2,SQUARE | 0,2,DIAMOND",3.812797,2.400226,5,4,188,128,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed4040004__Bstart,,B,B,victory,9,"3,1,CIRCLE | 1,2,CIRCLE | 2,3,TRIANGLE | 0,0,TRIANGLE",3.763347,3.000332,4,5,132,188,0,0,0,0,1,0
AlphaBeta++__vs__MCTS (baseline)__seed5050003__Astart,,A,A,victory,11,"1,1,CIRCLE | 2,1,DIAMOND | 2,2,SQUARE | 0,3,DIAMOND",3.806930,3.000228,6,5,191,129,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed5050004__Bstart,,B,A,victory,10,"1,1,CIRCLE | 2,2,CIRCLE | 1,3,CIRCLE | 3,0,SQUARE",3.254476,3.000387,5,5,154,172,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed6060003__Astart,,A,A,victory,11,"1,1,CIRCLE | 3,3,SQUARE | 2,2,TRIANGLE | 3,0,DIAMOND",3.883313,3.000217,6,5,197,134,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed6060004__Bstart,,B,A,victory,14,"1,1,TRIANGLE | 2,2,CIRCLE | 1,2,TRIANGLE | 3,0,SQUARE",3.671940,4.204526,7,7,163,174,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed7070003__Astart,,A,A,victory,11,"1,1,CIRCLE | 2,3,CIRCLE | 2,2,SQUARE | 3,0,DIAMOND",3.858561,3.000314,6,5,195,139,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed7070004__Bstart,,B,A,victory,10,"1,0,TRIANGLE | 1,1,CIRCLE | 3,3,CIRCLE | 2,2,SQUARE",3.781421,3.000222,5,5,152,185,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed8080003__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,3,SQUARE | 2,2,TRIANGLE | 0,0,SQUARE",3.863275,2.400285,5,4,187,120,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed8080004__Bstart,,B,B,no_move,9,"0,0,SQUARE | 1,1,CIRCLE | 3,2,SQUARE | 2,2,TRIANGLE",2.804352,3.000238,4,5,131,162,0,0,0,1,1,0
AlphaBeta++__vs__MCTS (baseline)__seed9090003__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,0,DIAMOND | 2,2,SQUARE | 0,2,DIAMOND",3.766044,2.400255,5,4,177,122,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed9090004__Bstart,,B,A,victory,10,"1,2,SQUARE | 2,1,CIRCLE | 2,3,SQUARE | 1,0,TRIANGLE",3.069322,3.000287,5,5,166,167,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed1120003__Astart,,A,A,victory,11,"1,1,CIRCLE | 0,3,DIAMOND | 0,2,SQUARE | 3,0,DIAMOND",3.927912,3.000268,6,5,197,127,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed1120004__Bstart,,B,B,victory,9,"0,3,CIRCLE | 1,1,CIRCLE | 0,2,DIAMOND | 3,0,DIAMOND",3.115884,3.000286,4,5,133,185,0,0,0,0,1,0
AlphaBeta++__vs__MCTS (baseline)__seed2130003__Astart,,A,A,victory,11,"1,1,CIRCLE | 3,0,DIAMOND | 2,0,SQUARE | 0,3,DIAMOND",3.830392,3.000122,6,5,194,125,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed2130004__Bstart,,B,A,victory,10,"3,1,CIRCLE | 1,2,CIRCLE | 2,2,TRIANGLE | 0,0,TRIANGLE",2.882965,3.000193,5,5,155,181,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed3140003__Astart,,A,A,victory,11,"1,1,CIRCLE | 0,0,DIAMOND | 2,2,DIAMOND | 3,1,SQUARE",3.826108,3.000189,6,5,186,136,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed3140004__Bstart,,B,A,victory,12,"1,3,DIAMOND | 1,1,CIRCLE | 0,1,DIAMOND | 2,2,SQUARE",2.779654,3.600260,6,6,158,169,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed4150003__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,3,SQUARE | 2,2,TRIANGLE | 0,0,SQUARE",3.862692,2.400265,5,4,188,120,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed4150004__Bstart,,B,A,victory,8,"0,3,SQUARE | 2,1,CIRCLE | 3,2,SQUARE | 0,0,TRIANGLE",2.790254,2.400181,4,4,145,151,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed5160003__Astart,,A,A,victory,7,"1,1,CIRCLE | 3,0,SQUARE | 2,2,SQUARE | 2,3,TRIANGLE",3.752363,1.800377,4,3,177,119,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed5160004__Bstart,,B,A,victory,8,"0,1,DIAMOND | 1,1,CIRCLE | 1,2,DIAMOND | 0,2,SQUARE",3.044816,2.406553,4,4,142,157,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed6170003__Astart,,A,A,victory,11,"1,1,CIRCLE | 3,2,DIAMOND | 2,2,SQUARE | 0,0,DIAMOND",3.892512,3.000261,6,5,188,125,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed6170004__Bstart,,B,B,no_move,9,"0,1,DIAMOND | 1,1,CIRCLE | 3,0,TRIANGLE | 2,2,SQUARE",2.684224,3.000177,4,5,128,172,0,0,0,0,0,0
AlphaBeta++__vs__MCTS (baseline)__seed7180003__Astart,,A,A,victory,11,"1,1,CIRCLE | 3,0,CIRCLE | 2,2,SQUARE | 0,3,CIRCLE",3.867535,3.000212,6,5,192,138,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed7180004__Bstart,,B,A,victory,8,"3,2,SQUARE | 1,1,CIRCLE | 3,3,DIAMOND | 2,0,TRIANGLE",2.861161,2.400269,4,4,137,166,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed8190003__Astart,,A,A,victory,11,"1,1,CIRCLE | 0,3,SQUARE | 2,0,SQUARE | 3,3,SQUARE",3.901129,3.000228,6,5,202,139,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed8190004__Bstart,,B,A,victory,6,"2,2,TRIANGLE | 1,1,CIRCLE | 3,2,DIAMOND | 0,2,SQUARE",2.501534,1.800273,3,3,126,149,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed9200003__Astart,,A,A,victory,9,"1,1,CIRCLE | 3,2,CIRCLE | 2,2,SQUARE | 2,3,CIRCLE",3.833268,2.400222,5,4,196,127,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed9200004__Bstart,,B,B,victory,13,"0,2,SQUARE | 1,1,CIRCLE | 3,2,TRIANGLE | 2,2,DIAMOND",3.784104,4.200219,6,7,139,195,1,0,0,2,3,0
AlphaBeta++__vs__MCTS (baseline)__seed1010005__Astart,,A,A,victory,9,"1,1,CIRCLE | 3,2,SQUARE | 2,2,TRIANGLE | 2,1,SQUARE",3.790161,2.400199,5,4,194,124,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed1010006__Bstart,,B,A,victory,8,"3,2,SQUARE | 1,1,CIRCLE | 0,1,SQUARE | 2,2,TRIANGLE",2.812208,2.402661,4,4,142,153,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed2020005__Astart,,A,A,victory,9,"1,1,CIRCLE | 1,2,TRIANGLE | 2,2,SQUARE | 3,1,TRIANGLE",3.773785,2.400163,5,4,178,122,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed2020006__Bstart,,B,A,victory,10,"0,3,DIAMOND | 2,1,CIRCLE | 3,1,DIAMOND | 1,0,SQUARE",2.942985,3.000317,5,5,144,161,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed3030005__Astart,,A,A,victory,11,"1,1,CIRCLE | 1,2,SQUARE | 2,2,TRIANGLE | 3,0,SQUARE",3.814592,3.000205,6,5,191,129,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed3030006__Bstart,,B,A,victory,12,"1,3,CIRCLE | 2,1,CIRCLE | 3,0,DIAMOND | 1,2,DIAMOND",2.787528,3.600276,6,6,160,193,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed4040005__Astart,,A,A,victory,9,"1,1,CIRCLE | 0,1,DIAMOND | 2,2,SQUARE | 3,3,DIAMOND",3.816104,2.400145,5,4,188,118,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed4040006__Bstart,,B,A,victory,10,"2,2,DIAMOND | 1,1,CIRCLE | 0,2,TRIANGLE | 3,0,SQUARE",2.873339,3.000271,5,5,145,171,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed5050005__Astart,,A,A,victory,11,"1,1,CIRCLE | 0,0,DIAMOND | 2,2,DIAMOND | 2,0,CIRCLE",3.858550,3.001595,6,5,210,142,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed5050006__Bstart,,B,A,victory,10,"2,3,DIAMOND | 1,1,CIRCLE | 0,2,DIAMOND | 3,0,SQUARE",3.012542,3.003232,5,5,151,161,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed6060005__Astart,,A,A,victory,11,"1,1,CIRCLE | 0,3,TRIANGLE | 0,2,SQUARE | 2,0,TRIANGLE",3.820710,3.000232,6,5,197,127,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed6060006__Bstart,,B,A,no_move,8,"0,2,TRIANGLE | 1,1,CIRCLE | 1,0,SQUARE | 0,3,DIAMOND",2.831337,2.400239,4,4,129,165,0,0,0,0,0,0
AlphaBeta++__vs__MCTS (baseline)__seed7070005__Astart,,A,A,victory,9,"1,1,CIRCLE | 0,3,CIRCLE | 2,2,SQUARE | 3,0,CIRCLE",3.890361,2.400247,5,4,187,123,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed7070006__Bstart,,B,A,victory,10,"1,2,DIAMOND | 2,1,CIRCLE | 1,1,SQUARE | 3,2,SQUARE",3.379028,3.000253,5,5,158,177,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed8080005__Astart,,A,A,victory,9,"1,1,CIRCLE | 0,0,SQUARE | 2,2,SQUARE | 2,1,TRIANGLE",3.852334,2.400170,5,4,189,130,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed8080006__Bstart,,B,A,victory,10,"0,2,SQUARE | 1,1,CIRCLE | 2,0,SQUARE | 3,3,TRIANGLE",2.706129,3.000230,5,5,145,152,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed9090005__Astart,,A,A,victory,7,"1,1,CIRCLE | 0,1,DIAMOND | 2,2,SQUARE | 3,2,DIAMOND",3.543560,1.805987,4,3,178,110,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed9090006__Bstart,,B,A,victory,12,"2,0,DIAMOND | 1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE",3.393872,3.600349,6,6,153,179,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed1120005__Astart,,A,A,victory,11,"1,1,CIRCLE | 0,3,SQUARE | 2,0,SQUARE | 3,3,SQUARE",3.901220,3.000226,6,5,200,139,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed1120006__Bstart,,B,B,no_move,9,"0,1,DIAMOND | 1,1,CIRCLE | 2,3,DIAMOND | 2,2,SQUARE",2.700393,3.000276,4,5,130,160,0,0,0,0,0,0
AlphaBeta++__vs__MCTS (baseline)__seed2130005__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,0,TRIANGLE | 2,2,SQUARE | 0,2,TRIANGLE",3.765711,2.400250,5,4,177,122,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed2130006__Bstart,,B,B,victory,11,"3,3,TRIANGLE | 1,1,CIRCLE | 0,3,SQUARE | 2,3,DIAMOND",3.348342,3.600214,5,6,144,193,0,0,0,1,2,0
AlphaBeta++__vs__MCTS (baseline)__seed3140005__Astart,,A,A,victory,9,"1,1,CIRCLE | 1,3,DIAMOND | 2,2,SQUARE | 2,1,DIAMOND",3.769942,2.402866,5,4,178,121,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed3140006__Bstart,,B,A,victory,10,"1,1,SQUARE | 2,2,CIRCLE | 2,0,SQUARE | 1,3,TRIANGLE",2.876619,3.000379,5,5,156,159,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed4150005__Astart,,A,A,victory,9,"1,1,CIRCLE | 0,1,SQUARE | 2,2,SQUARE | 2,0,DIAMOND",3.811761,2.400170,5,4,188,128,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed4150006__Bstart,,B,A,victory,10,"0,3,DIAMOND | 2,1,CIRCLE | 1,1,DIAMOND | 3,3,SQUARE",2.864921,3.000327,5,5,157,160,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed5160005__Astart,,A,A,victory,11,"1,1,CIRCLE | 1,0,SQUARE | 2,2,SQUARE | 0,3,TRIANGLE",3.878595,3.000262,6,5,197,144,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed5160006__Bstart,,B,A,victory,10,"1,1,DIAMOND | 2,2,CIRCLE | 3,2,DIAMOND | 0,3,SQUARE",2.756192,3.000203,5,5,147,161,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed6170005__Astart,,A,A,victory,11,"1,1,CIRCLE | 1,0,DIAMOND | 2,2,SQUARE | 3,3,DIAMOND",3.819014,3.000230,6,5,198,127,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed6170006__Bstart,,B,B,victory,9,"2,0,CIRCLE | 1,1,CIRCLE | 3,2,DIAMOND | 0,3,DIAMOND",3.760644,3.000221,4,5,132,192,0,0,0,0,1,0
AlphaBeta++__vs__MCTS (baseline)__seed7180005__Astart,,A,A,victory,9,"1,1,CIRCLE | 3,0,SQUARE | 0,2,SQUARE | 2,2,CIRCLE",3.898389,2.400272,5,4,189,136,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed7180006__Bstart,,B,A,no_move,8,"2,2,TRIANGLE | 1,1,CIRCLE | 0,1,TRIANGLE | 2,0,SQUARE",2.784655,2.400327,4,4,131,153,0,0,0,0,0,0
AlphaBeta++__vs__MCTS (baseline)__seed8190005__Astart,,A,A,victory,9,"1,1,CIRCLE | 1,3,SQUARE | 2,2,SQUARE | 3,1,SQUARE",3.804397,2.402074,5,4,194,130,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed8190006__Bstart,,B,A,victory,4,"1,0,TRIANGLE | 1,1,CIRCLE | 0,0,DIAMOND | 0,1,SQUARE",1.252220,1.200180,2,2,95,114,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed9200005__Astart,,A,A,victory,9,"1,1,CIRCLE | 3,1,SQUARE | 2,2,SQUARE | 2,3,DIAMOND",3.791998,2.400240,5,4,195,139,0,0,0,0,0,1
AlphaBeta++__vs__MCTS (baseline)__seed9200006__Bstart,,B,A,victory,8,"3,3,SQUARE | 1,1,CIRCLE | 3,2,DIAMOND | 2,0,TRIANGLE",2.734024,2.400286,4,4,137,166,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed1010001__Astart,,A,A,victory,9,"1,1,CIRCLE | 0,3,DIAMOND | 0,2,SQUARE | 1,0,TRIANGLE",3.839968,4.800338,5,4,186,128,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed1010002__Bstart,,B,B,victory,9,"0,0,DIAMOND | 1,1,CIRCLE | 3,1,SQUARE | 2,2,TRIANGLE",2.785664,4.800591,4,5,129,181,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed2020001__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,0,TRIANGLE | 2,2,SQUARE | 0,3,DIAMOND",3.804004,3.600626,4,4,173,140,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed2020002__Bstart,,B,A,victory,10,"2,0,SQUARE | 1,1,CIRCLE | 3,2,CIRCLE | 0,3,SQUARE",3.805136,6.007060,5,5,147,184,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed3030001__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 3,0,TRIANGLE",3.915723,4.805043,5,4,189,137,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed3030002__Bstart,,B,B,victory,7,"2,0,DIAMOND | 1,1,CIRCLE | 3,2,TRIANGLE | 0,2,SQUARE",3.382050,3.600396,3,4,117,175,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed4040001__Astart,,A,A,victory,11,"1,1,CIRCLE | 1,0,DIAMOND | 2,2,SQUARE | 0,3,TRIANGLE",3.861230,6.000561,6,5,184,135,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed4040002__Bstart,,B,B,no_move,9,"3,1,SQUARE | 1,1,CIRCLE | 2,3,DIAMOND | 0,3,TRIANGLE",3.764431,6.000614,4,5,132,191,0,0,0,0,0,0
AlphaBeta++__vs__MCTS+__seed5050001__Astart,,A,A,victory,11,"1,1,CIRCLE | 1,3,TRIANGLE | 2,2,SQUARE | 3,2,DIAMOND",3.828552,6.000385,6,5,184,134,1,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed5050002__Bstart,,B,B,victory,7,"3,1,DIAMOND | 1,1,CIRCLE | 0,2,TRIANGLE | 2,2,SQUARE",3.628055,3.600447,3,4,118,179,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed6060001__Astart,,A,A,victory,9,"1,1,CIRCLE | 3,2,DIAMOND | 2,2,SQUARE | 0,3,CIRCLE",3.888020,4.800345,5,4,186,138,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed6060002__Bstart,,B,A,victory,10,"2,0,TRIANGLE | 1,1,CIRCLE | 0,1,DIAMOND | 3,0,SQUARE",3.302398,6.000507,5,5,139,180,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed7070001__Astart,,A,A,victory,9,"1,1,CIRCLE | 3,3,TRIANGLE | 2,2,SQUARE | 2,0,DIAMOND",3.861295,4.800426,5,4,183,129,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed7070002__Bstart,,B,B,victory,9,"2,0,DIAMOND | 1,1,CIRCLE | 3,3,CIRCLE | 0,3,DIAMOND",3.758676,4.800719,4,5,129,197,0,0,0,0,1,0
