game_uid,ply,player,r,c,shape,time_sec,legal_count,had_immediate_win,chose_immediate_win,gave_opp_immediate_win,is_center,note
AlphaBeta (baseline)__vs__AlphaBeta+__seed1010001__Astart,0,A,0,0,CIRCLE,0.771437,64,0,0,0,0,ok
AlphaBeta (baseline)__vs__AlphaBeta+__seed1010001__Astart,1,B,1,2,CIRCLE,1.250307,53,0,0,0,1,ok
AlphaBeta (baseline)__vs__AlphaBeta+__seed1010001__Astart,2,A,2,1,SQUARE,0.846033,49,0,0,0,1,ok
AlphaBeta (baseline)__vs__AlphaBeta+__seed1010001__Astart,3,B,3,3,SQUARE,1.250504,38,0,0,0,0,ok
AlphaBeta (baseline)__vs__AlphaBeta+__seed1010001__Astart,4,A,1,3,TRIANGLE,0.806870,34,0,0,0,0,ok
AlphaBeta (baseline)__vs__AlphaBeta+__seed1010001__Astart,5,B,2,0,DIAMOND,1.250487,25,0,0,0,0,ok
AlphaBeta (baseline)__vs__AlphaBeta+__seed1010001__Astart,6,A,3,1,TRIANGLE,0.089968,23,0,0,0,0,ok
AlphaBeta (baseline)__vs__AlphaBeta+__seed1010001__Astart,7,B,3,0,DIAMOND,0.018921,17,0,0,0,0,ok
AlphaBeta (baseline)__vs__AlphaBeta+__seed1010001__Astart,8,A,0,1,CIRCLE,0.001569,10,0,0,1,0,ok
AlphaBeta (baseline)__vs__AlphaBeta+__seed1010001__Astart,9,B,3,2,CIRCLE,0.000256,8,1,1,0,0,ok
AlphaBeta (baseline)__vs__AlphaBeta+__seed1010002__Bstart,0,B,1,1,CIRCLE,1.250324,64,0,0,0,1,ok
AlphaBeta (baseline)__vs__AlphaBeta+__seed1010002__Bstart,1,A,2,2,CIRCLE,1.415011,53,0,0,0,1,ok
AlphaBeta (baseline)__vs__AlphaBeta+__seed1010002__Bstart,2,B,0,2,SQUARE,1.250403,49,0,0,0,0,ok
AlphaBeta (baseline)__vs__AlphaBeta+__seed1010002__Bstart,3,A,1,0,SQUARE,0.784949,39,0,0,0,0,ok
AlphaBeta (baseline)__vs__AlphaBeta+__seed1010002__Bstart,4,B,2,0,TRIANGLE,1.250322,36,0,0,0,0,ok
AlphaBeta (baseline)__vs__AlphaBeta+__seed1010002__Bstart,5,A,0,3,DIAMOND,0.215789,27,0,0,0,0,ok
AlphaBeta (baseline)__vs__AlphaBeta+__seed1010002__Bstart,6,B,3,0,DIAMOND,0.197952,24,0,0,0,0,ok
AlphaBeta (baseline)__vs__AlphaBeta+__seed1010002__Bstart,7,A,2,3,CIRCLE,0.000312,16,0,0,1,0,ok
