game_uid,pair,starter,winner,end_reason,plies_total,opening,time_p1,time_p2,moves_p1,moves_p2,branch_sum_p1,branch_sum_p2,forced_p1,forced_p2,missed_win_p1,missed_win_p2,gave_opp_win_p1,gave_opp_win_p2
AlphaBeta (baseline)__vs__AlphaBeta++__seed2020002__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.485687,3.947555,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed3030001__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.454356,3.769368,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed3030002__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.417116,3.962136,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed4040001__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.153506,3.767119,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed4040002__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.397381,3.956872,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed5050001__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.314530,3.766027,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed5050002__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.449481,3.940807,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed6060001__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.168561,3.766372,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed6060002__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.467921,3.953034,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed7070001__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.122059,3.763382,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed7070002__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.517356,3.940670,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed8080001__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.317087,3.767274,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed8080002__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.751887,3.968904,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed9090001__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.504366,3.771268,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed9090002__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.803937,3.938770,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed1120001__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.254319,3.769367,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed1120002__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.424175,3.958814,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed2130001__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.248678,3.763308,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed2130002__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.461020,3.969191,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed3140001__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.196371,3.763142,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed3140002__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.474200,3.950921,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed4150001__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.412212,3.772756,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed4150002__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.549371,3.963612,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed5160001__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.279020,3.765117,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed5160002__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.484267,3.954279,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed6170001__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.200072,3.766233,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed6170002__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.551847,3.977404,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed7180001__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.159500,3.764741,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed7180002__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.486789,3.942053,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed8190001__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.268372,3.770647,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed8190002__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.570980,3.990027,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed9200001__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.214194,3.764598,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed9200002__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.470463,3.967446,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed1010003__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.418751,3.766245,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed1010004__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.591154,3.982429,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed2020003__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.341763,3.762191,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed2020004__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.550071,3.962514,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed3030003__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.406831,3.768050,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed3030004__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.868965,3.971141,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed4040003__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.432721,3.767099,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed4040004__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.628511,3.988821,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed5050003__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.442551,3.763245,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed5050004__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.757807,3.979324,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed6060003__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.500805,3.767461,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed6060004__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.788072,3.950138,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed7070003__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.401877,3.768176,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed7070004__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.733763,3.978397,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed8080003__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.265645,3.761987,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed8080004__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.045927,3.962363,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed9090003__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.340683,3.764320,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed9090004__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.521281,3.987622,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed1120003__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.277507,3.767207,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed1120004__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.597395,3.959002,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed2130003__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.311704,3.763278,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed2130004__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.412823,3.977129,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed3140003__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.222414,3.761374,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed3140004__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.504379,3.955641,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed4150003__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.205021,3.761707,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed4150004__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.556805,3.941715,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed5160003__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.147191,3.766678,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed5160004__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.471318,3.972030,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed6170003__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.187438,3.761536,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed6170004__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.530602,3.948302,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed7180003__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.253296,3.764509,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed7180004__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.460684,3.929278,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed8190003__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.267959,3.762011,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed8190004__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.566180,3.949363,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed9200003__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.203685,3.765962,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed9200004__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.515344,3.956546,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed1010005__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.201873,3.765347,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed1010006__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.692392,3.945816,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed2020005__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.414004,3.762231,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed2020006__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.466040,3.930560,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed3030005__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.146800,3.773291,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed3030006__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.525834,3.949884,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed4040005__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.189098,3.761289,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed4040006__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.440693,3.970979,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed5050005__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.252276,3.781351,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed5050006__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.491693,3.941727,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed6060005__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.414992,3.788591,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed6060006__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.515249,3.938111,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed7070005__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.236782,3.768241,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed7070006__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.461591,3.945361,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed8080005__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.205542,3.761794,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed8080006__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.543836,3.955737,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed9090005__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.224790,3.764119,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed9090006__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.425011,3.933520,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed1120005__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.250438,3.764106,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed1120006__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.491514,3.950982,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed2130005__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.295445,3.761322,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed2130006__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.428323,3.934608,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed3140005__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.216705,3.772615,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed3140006__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.544983,3.967461,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed4150005__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.181117,3.762539,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed4150006__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.480942,3.949918,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed5160005__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.178412,3.763609,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed5160006__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.427534,3.966362,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed6170005__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.316493,3.761370,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed6170006__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.470141,3.943698,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed7180005__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.305984,3.767480,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed7180006__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.438965,3.978913,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed8190005__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.252085,3.764173,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed8190006__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.529922,3.951116,4,5,135,191,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed9200005__Astart,,A,B,victory,10,"0,0,CIRCLE | 1,2,CIRCLE | 2,1,SQUARE | 3,3,SQUARE",2.237144,3.767563,5,5,180,141,0,0,0,0,1,0
AlphaBeta (baseline)__vs__AlphaBeta++__seed9200006__Bstart,,B,B,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",2.495989,3.970007,4,5,135,191,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed1010001__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.232485,3.753571,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed1010002__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751793,4.200422,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed2020001__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.210721,3.752268,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed2020002__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751882,4.249966,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed3030001__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.214618,3.752852,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed3030002__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.752153,4.253547,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed4040001__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.223391,3.751482,4,4,174,140,0,0,0,0,1,0
AlphaBeta+__vs__AlphaBeta++__seed4040002__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.751920,4.230629,4,4,140,174,0,0,0,0,0,1
AlphaBeta+__vs__AlphaBeta++__seed5050001__Astart,,A,B,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",4.249918,3.754134,4,4,174,140,0,0,0,0,1,0
