game_uid,pair,starter,winner,end_reason,plies_total,opening,time_p1,time_p2,moves_p1,moves_p2,branch_sum_p1,branch_sum_p2,forced_p1,forced_p2,missed_win_p1,missed_win_p2,gave_opp_win_p1,gave_opp_win_p2
AlphaBeta++__vs__Génétique (éval AB)__seed7070003__Astart,,A,B,victory,12,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 3,1,SQUARE",3.945721,12.475572,6,6,191,158,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed7070004__Bstart,,B,A,victory,10,"0,1,CIRCLE | 1,2,CIRCLE | 2,2,TRIANGLE | 3,3,DIAMOND",2.851692,7.961277,5,5,143,189,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed8080003__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,1,TRIANGLE | 3,0,SQUARE | 0,2,DIAMOND",3.788045,9.711916,4,3,179,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed8080004__Bstart,,B,B,victory,11,"0,0,TRIANGLE | 2,2,CIRCLE | 2,1,SQUARE | 3,2,DIAMOND",2.793633,5.346976,5,6,130,192,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed9090003__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,DIAMOND | 0,3,SQUARE | 2,0,TRIANGLE",3.783021,8.551669,4,3,179,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed9090004__Bstart,,B,B,victory,9,"2,1,TRIANGLE | 1,2,CIRCLE | 3,2,SQUARE | 1,0,TRIANGLE",2.732236,6.650385,4,5,137,190,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed1120003__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,SQUARE | 3,0,SQUARE | 2,3,DIAMOND",3.534794,10.431339,4,3,176,119,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed1120004__Bstart,,B,B,victory,7,"2,1,SQUARE | 1,2,CIRCLE | 0,0,DIAMOND | 1,3,TRIANGLE",2.535282,6.600580,3,4,122,168,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed2130003__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,2,TRIANGLE | 0,2,SQUARE | 0,3,CIRCLE",3.144292,11.013555,5,4,188,137,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed2130004__Bstart,,B,B,victory,9,"3,2,TRIANGLE | 1,1,CIRCLE | 2,1,SQUARE | 0,0,TRIANGLE",2.692021,6.254930,4,5,137,195,0,0,0,0,1,0
AlphaBeta++__vs__Génétique (éval AB)__seed3140003__Astart,,A,A,victory,7,"1,1,CIRCLE | 1,2,TRIANGLE | 0,3,SQUARE | 2,0,DIAMOND",3.790269,9.565395,4,3,177,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed3140004__Bstart,,B,A,victory,10,"0,2,TRIANGLE | 1,1,CIRCLE | 2,1,DIAMOND | 3,0,TRIANGLE",2.770940,6.543939,5,5,149,186,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed4150003__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,1,TRIANGLE | 3,0,SQUARE | 1,0,DIAMOND",3.886331,10.042367,5,4,197,138,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed4150004__Bstart,,B,A,victory,10,"3,0,CIRCLE | 1,2,CIRCLE | 1,1,TRIANGLE | 3,3,TRIANGLE",2.812772,7.091168,5,5,153,185,0,0,0,0,0,1
AlphaBeta++__vs__Génétique (éval AB)__seed5160003__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,2,DIAMOND | 0,2,SQUARE | 3,0,TRIANGLE",3.240300,11.083956,4,3,174,118,0,0,0,0,0,1
AlphaBeta++__vs__Génétique+__seed1010001__Astart,,A,B,victory,8,"1,1,CIRCLE | 3,0,DIAMOND | 2,0,SQUARE | 0,1,TRIANGLE",3.460989,3.490805,4,4,164,137,0,0,0,0,1,0
AlphaBeta++__vs__Génétique+__seed1010002__Bstart,,B,A,victory,10,"1,1,CIRCLE | 2,2,CIRCLE | 3,3,TRIANGLE | 3,1,DIAMOND",2.776483,4.814349,5,5,150,189,0,0,0,0,0,1
AlphaBeta++__vs__Génétique+__seed2020001__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,0,TRIANGLE | 2,2,SQUARE | 0,3,TRIANGLE",3.733101,3.801572,5,4,189,120,0,0,0,0,0,1
AlphaBeta++__vs__Génétique+__seed2020002__Bstart,,B,A,victory,12,"1,1,SQUARE | 2,2,CIRCLE | 0,3,DIAMOND | 3,2,TRIANGLE",2.926626,5.058980,6,6,140,187,1,0,0,0,0,1
AlphaBeta++__vs__Génétique+__seed3030001__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,1,TRIANGLE | 3,0,SQUARE | 1,2,TRIANGLE",3.339508,3.119482,4,3,179,111,0,0,0,0,0,1
AlphaBeta++__vs__Génétique+__seed3030002__Bstart,,B,A,victory,10,"3,1,CIRCLE | 1,2,CIRCLE | 0,0,SQUARE | 1,1,TRIANGLE",2.828578,4.855625,5,5,145,175,0,0,0,0,0,1
AlphaBeta++__vs__Génétique+__seed4040001__Astart,,A,A,victory,9,"1,1,CIRCLE | 3,0,SQUARE | 2,0,TRIANGLE | 1,2,TRIANGLE",3.081321,3.538765,5,4,190,141,0,0,0,0,0,1
AlphaBeta++__vs__Génétique+__seed4040002__Bstart,,B,B,victory,7,"1,2,SQUARE | 2,1,CIRCLE | 0,0,TRIANGLE | 3,1,DIAMOND",2.536355,3.684983,3,4,122,168,0,0,0,0,1,0
AlphaBeta++__vs__Génétique+__seed5050001__Astart,,A,A,victory,9,"1,1,CIRCLE | 0,3,TRIANGLE | 0,2,SQUARE | 1,0,DIAMOND",3.586867,3.919817,5,4,187,131,0,0,0,0,0,1
AlphaBeta++__vs__Génétique+__seed5050002__Bstart,,B,A,victory,12,"1,1,SQUARE | 2,2,CIRCLE | 0,3,DIAMOND | 3,2,TRIANGLE",2.636189,4.845448,6,6,147,175,1,0,0,0,0,1
AlphaBeta++__vs__Génétique+__seed6060001__Astart,,A,A,victory,7,"1,1,CIRCLE | 3,0,DIAMOND | 2,0,SQUARE | 2,3,TRIANGLE",3.360574,2.979112,4,3,173,120,0,0,0,0,0,1
AlphaBeta++__vs__Génétique+__seed6060002__Bstart,,B,A,victory,12,"2,1,CIRCLE | 1,2,CIRCLE | 2,2,SQUARE | 3,3,TRIANGLE",2.910777,5.404592,6,6,157,190,0,0,0,0,0,1
AlphaBeta++__vs__Génétique+__seed7070001__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,2,TRIANGLE | 0,2,SQUARE | 1,0,TRIANGLE",3.683977,3.765715,5,4,188,127,0,0,0,0,0,1
AlphaBeta++__vs__Génétique+__seed7070002__Bstart,,B,A,no_move,12,"3,1,CIRCLE | 1,2,CIRCLE | 0,0,DIAMOND | 1,0,SQUARE",2.810956,5.198724,6,6,147,179,0,0,0,0,0,0
AlphaBeta++__vs__Génétique+__seed8080001__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,2,SQUARE | 0,3,SQUARE | 1,0,DIAMOND",2.989081,3.143367,4,3,173,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique+__seed8080002__Bstart,,B,B,victory,9,"0,3,TRIANGLE | 2,1,CIRCLE | 3,2,SQUARE | 1,3,SQUARE",2.753880,4.428426,4,5,138,186,0,0,0,0,1,0
AlphaBeta++__vs__Génétique+__seed9090001__Astart,,A,A,victory,7,"1,1,CIRCLE | 0,3,TRIANGLE | 0,2,SQUARE | 2,2,DIAMOND",3.062391,2.983588,4,3,178,120,0,0,0,0,0,1
AlphaBeta++__vs__Génétique+__seed9090002__Bstart,,B,B,victory,11,"1,2,TRIANGLE | 2,1,CIRCLE | 0,0,SQUARE | 3,1,DIAMOND",2.759057,4.740259,5,6,130,192,0,0,0,0,1,0
AlphaBeta++__vs__Génétique+__seed1120001__Astart,,A,A,victory,11,"1,1,CIRCLE | 2,2,DIAMOND | 0,2,SQUARE | 2,1,DIAMOND",3.688031,4.407517,6,5,195,128,0,0,0,0,0,1
AlphaBeta++__vs__Génétique+__seed1120002__Bstart,,B,B,victory,9,"2,1,DIAMOND | 1,2,CIRCLE | 3,3,TRIANGLE | 1,1,TRIANGLE",2.737358,4.447498,4,5,133,194,0,0,0,0,1,0
AlphaBeta++__vs__Génétique+__seed2130001__Astart,,A,A,victory,9,"1,1,CIRCLE | 3,0,SQUARE | 2,0,TRIANGLE | 0,2,SQUARE",3.861396,3.917202,5,4,183,121,0,0,0,0,0,1
AlphaBeta++__vs__Génétique+__seed2130002__Bstart,,B,B,victory,13,"2,3,TRIANGLE | 1,1,CIRCLE | 1,2,SQUARE | 3,2,DIAMOND",2.787142,5.419693,6,7,146,198,0,0,0,0,1,0
AlphaBeta++__vs__Génétique+__seed3140001__Astart,,A,A,victory,11,"1,1,CIRCLE | 2,0,SQUARE | 2,2,TRIANGLE | 0,3,DIAMOND",3.512770,4.430443,6,5,195,145,0,0,0,0,0,1
AlphaBeta++__vs__Génétique+__seed3140002__Bstart,,B,A,victory,10,"2,2,CIRCLE | 1,1,CIRCLE | 3,1,SQUARE | 0,2,SQUARE",2.876465,5.028240,5,5,150,182,0,0,0,0,0,1
AlphaBeta++__vs__Génétique+__seed4150001__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,0,DIAMOND | 2,2,SQUARE | 0,3,DIAMOND",3.652596,3.828757,5,4,189,120,0,0,0,0,0,1
AlphaBeta++__vs__Génétique+__seed4150002__Bstart,,B,B,victory,9,"2,1,CIRCLE | 1,2,CIRCLE | 0,0,TRIANGLE | 2,3,TRIANGLE",2.755583,4.616103,4,5,138,187,0,0,0,0,1,0
AlphaBeta++__vs__Génétique+__seed5160001__Astart,,A,A,victory,11,"1,1,CIRCLE | 2,0,TRIANGLE | 2,2,SQUARE | 0,1,DIAMOND",3.467348,4.342634,6,5,193,136,0,0,0,0,0,1
AlphaBeta++__vs__Génétique+__seed5160002__Bstart,,B,A,victory,8,"2,1,CIRCLE | 1,2,CIRCLE | 2,0,SQUARE | 3,3,TRIANGLE",2.866400,4.325228,4,4,139,171,0,0,0,0,0,1
AlphaBeta++__vs__Génétique+__seed6170001__Astart,,A,A,victory,9,"1,1,CIRCLE | 1,2,TRIANGLE | 0,3,SQUARE | 2,1,TRIANGLE",3.526557,3.882137,5,4,191,127,0,0,0,0,0,1
AlphaBeta++__vs__Génétique+__seed6170002__Bstart,,B,A,victory,10,"2,1,CIRCLE | 1,2,CIRCLE | 3,3,TRIANGLE | 0,1,TRIANGLE",2.763091,4.886698,5,5,143,184,0,0,0,0,0,1
AlphaBeta++__vs__Génétique+__seed7180001__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,3,CIRCLE | 0,3,SQUARE | 2,2,DIAMOND",3.494792,3.842374,5,4,190,139,0,0,0,0,0,1
AlphaBeta++__vs__Génétique+__seed7180002__Bstart,,B,A,victory,10,"1,2,TRIANGLE | 2,1,CIRCLE | 2,3,DIAMOND | 3,0,SQUARE",2.689300,4.530683,5,5,135,169,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed1010001__Astart,,A,B,victory,8,"1,1,CIRCLE | 0,3,DIAMOND | 0,2,SQUARE | 1,0,TRIANGLE",3.496598,3.600340,4,4,164,137,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed1010002__Bstart,,B,B,no_move,9,"0,0,DIAMOND | 2,2,CIRCLE | 3,1,TRIANGLE | 1,0,SQUARE",2.724269,6.000579,4,5,127,170,0,0,0,0,0,0
AlphaBeta++__vs__MCTS+__seed2020001__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,0,TRIANGLE | 2,2,SQUARE | 0,1,DIAMOND",3.467202,4.800482,5,4,187,129,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed2020002__Bstart,,B,A,victory,10,"2,0,SQUARE | 1,1,CIRCLE | 0,1,TRIANGLE | 3,0,DIAMOND",2.737232,6.000779,5,5,147,186,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed3030001__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 3,0,DIAMOND",3.741461,4.800510,5,4,190,138,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed3030002__Bstart,,B,B,victory,9,"2,0,DIAMOND | 1,1,CIRCLE | 3,2,CIRCLE | 0,2,DIAMOND",2.834591,4.800676,4,5,133,190,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed4040001__Astart,,A,B,no_move,12,"1,1,CIRCLE | 1,0,DIAMOND | 2,2,SQUARE | 0,3,TRIANGLE",3.357023,7.200463,6,6,175,140,0,0,0,0,0,0
AlphaBeta++__vs__MCTS+__seed4040002__Bstart,,B,B,victory,11,"3,2,TRIANGLE | 1,1,CIRCLE | 2,0,DIAMOND | 2,3,SQUARE",2.791830,6.000544,5,6,149,179,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed5050001__Astart,,A,A,victory,9,"1,1,CIRCLE | 1,3,TRIANGLE | 2,2,SQUARE | 3,2,DIAMOND",3.409830,4.800604,5,4,186,127,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed5050002__Bstart,,B,B,victory,11,"3,1,DIAMOND | 1,2,CIRCLE | 2,3,SQUARE | 3,0,SQUARE",2.796633,6.000683,5,6,145,180,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed6060001__Astart,,A,B,no_move,12,"1,1,CIRCLE | 3,2,DIAMOND | 2,2,SQUARE | 0,3,TRIANGLE",3.452176,7.200531,6,6,174,140,0,0,0,0,0,0
AlphaBeta++__vs__MCTS+__seed6060002__Bstart,,B,B,no_move,9,"3,3,DIAMOND | 1,1,CIRCLE | 0,2,SQUARE | 2,3,TRIANGLE",2.754207,6.000533,4,5,127,170,0,0,0,0,0,0
AlphaBeta++__vs__MCTS+__seed7070001__Astart,,A,A,victory,9,"1,1,CIRCLE | 3,3,TRIANGLE | 2,3,SQUARE | 0,2,CIRCLE",3.379396,4.800535,5,4,186,138,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed7070002__Bstart,,B,B,no_move,9,"2,0,DIAMOND | 1,1,CIRCLE | 3,3,TRIANGLE | 3,2,SQUARE",2.723284,6.000503,4,5,127,170,0,0,0,0,0,0
AlphaBeta++__vs__MCTS+__seed8080001__Astart,,A,B,victory,8,"1,1,CIRCLE | 3,0,DIAMOND | 2,0,SQUARE | 0,1,TRIANGLE",3.488471,3.600523,4,4,164,137,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed8080002__Bstart,,B,B,no_move,9,"2,2,DIAMOND | 1,1,CIRCLE | 0,3,SQUARE | 3,2,TRIANGLE",2.704116,6.000615,4,5,127,170,0,0,0,0,0,0
AlphaBeta++__vs__MCTS+__seed9090001__Astart,,A,B,no_move,10,"1,1,CIRCLE | 3,0,SQUARE | 2,0,TRIANGLE | 0,1,DIAMOND",3.608819,6.000421,5,5,171,132,0,0,0,0,0,0
AlphaBeta++__vs__MCTS+__seed9090002__Bstart,,B,B,no_move,13,"0,0,TRIANGLE | 2,2,CIRCLE | 1,3,DIAMOND | 2,3,TRIANGLE",3.015912,8.400773,6,7,140,215,1,0,0,0,0,0
AlphaBeta++__vs__MCTS+__seed1120001__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 3,0,TRIANGLE",3.712957,4.800473,5,4,187,137,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed1120002__Bstart,,B,B,victory,9,"0,2,CIRCLE | 1,1,CIRCLE | 2,3,DIAMOND | 1,3,SQUARE",2.630811,4.800850,4,5,134,200,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed2130001__Astart,,A,A,victory,11,"1,1,CIRCLE | 0,2,DIAMOND | 2,2,SQUARE | 3,0,TRIANGLE",3.854920,6.000469,6,5,194,145,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed2130002__Bstart,,B,B,victory,9,"0,2,CIRCLE | 1,1,CIRCLE | 3,3,SQUARE | 1,3,TRIANGLE",2.623105,4.800725,4,5,134,201,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed3140001__Astart,,A,A,victory,9,"1,1,CIRCLE | 0,2,DIAMOND | 2,2,SQUARE | 1,0,TRIANGLE",3.421448,4.800388,5,4,187,129,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed3140002__Bstart,,B,B,victory,9,"3,2,CIRCLE | 1,1,CIRCLE | 2,0,TRIANGLE | 3,3,DIAMOND",2.793878,4.810988,4,5,130,192,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed4150001__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,0,SQUARE | 2,2,TRIANGLE | 0,1,DIAMOND",3.521313,4.800493,5,4,187,132,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed4150002__Bstart,,B,A,victory,10,"2,2,CIRCLE | 1,1,CIRCLE | 3,0,SQUARE | 0,2,SQUARE",2.807902,6.000504,5,5,150,181,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed5160001__Astart,,A,B,no_move,12,"1,1,CIRCLE | 3,2,SQUARE | 2,2,TRIANGLE | 0,3,DIAMOND",3.476734,7.200407,6,6,174,139,0,0,0,0,0,0
AlphaBeta++__vs__MCTS+__seed5160002__Bstart,,B,A,victory,10,"1,2,SQUARE | 2,1,CIRCLE | 0,0,DIAMOND | 2,2,DIAMOND",2.846401,6.000797,5,5,146,191,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed6170001__Astart,,A,B,no_move,12,"1,1,CIRCLE | 2,3,DIAMOND | 2,2,SQUARE | 3,0,TRIANGLE",3.436562,7.200465,6,6,173,140,0,0,0,0,0,0
AlphaBeta++__vs__MCTS+__seed6170002__Bstart,,B,A,victory,10,"1,3,TRIANGLE | 2,1,CIRCLE | 0,0,SQUARE | 2,2,TRIANGLE",2.751627,6.000574,5,5,142,188,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed7180001__Astart,,A,A,victory,11,"1,1,CIRCLE | 2,0,TRIANGLE | 2,2,SQUARE | 0,1,DIAMOND",3.495747,6.000429,6,5,194,141,0,0,0,0,0,1
AlphaBeta++__vs__MCTS+__seed7180002__Bstart,,B,B,victory,13,"1,1,CIRCLE | 2,2,CIRCLE | 0,3,DIAMOND | 0,2,TRIANGLE",3.154066,7.200713,6,7,141,199,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed8190001__Astart,,A,B,victory,10,"1,1,CIRCLE | 3,3,DIAMOND | 2,3,SQUARE | 0,2,TRIANGLE",3.533864,4.800356,5,5,170,139,0,0,0,0,1,0
AlphaBeta++__vs__MCTS+__seed8190002__Bstart,,B,B,victory,9,"0,3,DIAMOND | 2,1,CIRCLE | 1,0,SQUARE | 2,3,CIRCLE",2.685104,4.800503,4,5,117,195,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed1010001__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,2,SQUARE | 0,3,SQUARE | 2,0,CIRCLE",3.511576,11.447422,4,3,176,117,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed1010002__Bstart,,B,A,victory,8,"1,0,TRIANGLE | 1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE",3.060397,4.871898,4,4,135,174,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed2020001__Astart,,A,A,victory,9,"1,2,CIRCLE | 2,1,TRIANGLE | 0,1,SQUARE | 3,3,DIAMOND",3.614818,10.342582,5,4,186,135,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed2020002__Bstart,,B,B,victory,11,"0,2,CIRCLE | 1,1,CIRCLE | 1,2,SQUARE | 3,3,SQUARE",4.157664,7.821434,5,6,140,196,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed3030001__Astart,,A,A,victory,7,"1,1,CIRCLE | 2,2,TRIANGLE | 0,2,SQUARE | 3,1,SQUARE",3.511717,11.241266,4,3,175,119,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed3030002__Bstart,,B,B,no_move,11,"3,1,TRIANGLE | 1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE",4.010917,5.550378,5,6,130,197,1,0,0,0,0,0
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed4040001__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,2,DIAMOND | 0,2,SQUARE | 3,0,SQUARE",3.786897,10.499618,5,4,192,134,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed4040002__Bstart,,B,B,no_move,11,"2,2,DIAMOND | 1,2,CIRCLE | 1,1,SQUARE | 2,1,TRIANGLE",4.695749,5.603435,5,6,138,201,0,0,0,0,0,0
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed5050001__Astart,,A,A,victory,7,"1,2,CIRCLE | 2,1,DIAMOND | 0,1,SQUARE | 0,0,CIRCLE",3.511114,10.163218,4,3,178,119,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed5050002__Bstart,,B,B,victory,11,"2,2,CIRCLE | 1,1,SQUARE | 1,3,DIAMOND | 0,3,CIRCLE",4.354033,8.051865,5,6,141,204,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed6060001__Astart,,A,A,victory,9,"1,2,CIRCLE | 2,1,SQUARE | 0,0,SQUARE | 3,3,CIRCLE",3.620090,11.474669,5,4,182,134,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed6060002__Bstart,,B,B,victory,7,"1,1,DIAMOND | 2,1,CIRCLE | 0,2,TRIANGLE | 3,2,SQUARE",3.789536,5.650702,3,4,121,178,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed7070001__Astart,,A,A,victory,7,"1,2,CIRCLE | 2,1,TRIANGLE | 0,1,SQUARE | 3,3,SQUARE",3.512285,10.921378,4,3,173,118,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed7070002__Bstart,,B,B,victory,7,"0,1,DIAMOND | 1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE",3.901489,4.460016,3,4,120,183,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed8080001__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 3,1,SQUARE",4.245099,12.371638,5,4,195,135,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed8080002__Bstart,,B,B,victory,7,"1,0,SQUARE | 2,1,CIRCLE | 2,2,DIAMOND | 1,2,TRIANGLE",3.702007,6.576907,3,4,120,179,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed9090001__Astart,,A,B,victory,8,"1,2,CIRCLE | 2,1,SQUARE | 1,1,CIRCLE | 2,2,TRIANGLE",4.295400,9.879182,4,4,157,151,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed9090002__Bstart,,B,B,no_move,9,"3,3,TRIANGLE | 1,2,CIRCLE | 2,1,DIAMOND | 0,0,SQUARE",3.755526,4.771222,4,5,132,185,0,0,0,0,0,0
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed1120001__Astart,,A,B,victory,10,"1,2,CIRCLE | 1,1,DIAMOND | 2,1,SQUARE | 0,3,TRIANGLE",4.710572,10.732001,5,5,191,154,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed1120002__Bstart,,B,B,victory,9,"1,2,CIRCLE | 2,1,CIRCLE | 2,0,SQUARE | 1,1,SQUARE",4.296786,8.548861,4,5,130,198,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed2130001__Astart,,A,A,victory,11,"1,1,CIRCLE | 2,1,SQUARE | 2,2,TRIANGLE | 3,0,DIAMOND",4.032936,11.203751,6,5,198,146,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed2130002__Bstart,,B,B,victory,9,"1,2,TRIANGLE | 2,1,CIRCLE | 0,1,SQUARE | 1,3,SQUARE",3.923449,6.167431,4,5,134,196,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed3140001__Astart,,A,A,victory,9,"1,2,CIRCLE | 2,1,DIAMOND | 0,1,SQUARE | 3,3,SQUARE",3.591587,9.840076,5,4,192,135,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed3140002__Bstart,,B,B,victory,7,"2,3,SQUARE | 1,1,CIRCLE | 0,2,TRIANGLE | 2,0,TRIANGLE",3.367949,6.325099,3,4,118,176,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed4150001__Astart,,A,B,victory,10,"1,2,CIRCLE | 2,2,DIAMOND | 2,1,SQUARE | 0,3,TRIANGLE",4.708773,9.341306,5,5,189,156,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed4150002__Bstart,,B,B,no_move,11,"2,2,CIRCLE | 1,1,SQUARE | 3,0,DIAMOND | 0,3,CIRCLE",3.821116,7.962122,5,6,125,188,1,0,0,0,0,0
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed5160001__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,2,DIAMOND | 0,2,SQUARE | 0,3,CIRCLE",3.560550,10.065134,5,4,188,136,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed5160002__Bstart,,B,B,victory,11,"3,1,DIAMOND | 1,1,CIRCLE | 2,2,SQUARE | 3,0,SQUARE",4.150392,4.731912,5,6,134,205,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed6170001__Astart,,A,B,victory,10,"1,1,CIRCLE | 1,2,TRIANGLE | 2,2,SQUARE | 0,0,DIAMOND",4.718038,10.273217,5,5,191,154,0,0,0,0,1,0
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed6170002__Bstart,,B,A,victory,14,"3,1,CIRCLE | 1,2,CIRCLE | 2,2,SQUARE | 1,1,SQUARE",4.322636,7.210487,7,7,147,208,1,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed7180001__Astart,,A,B,no_move,10,"1,1,CIRCLE | 1,2,SQUARE | 2,2,TRIANGLE | 3,3,DIAMOND",4.765685,10.837839,5,5,184,159,0,0,0,0,0,0
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed7180002__Bstart,,B,A,victory,10,"0,3,CIRCLE | 1,1,CIRCLE | 2,2,DIAMOND | 0,2,SQUARE",3.045480,7.659791,5,5,143,188,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed8190001__Astart,,A,A,victory,11,"1,2,CIRCLE | 2,1,CIRCLE | 1,1,SQUARE | 2,2,SQUARE",4.132221,12.102971,6,5,196,151,0,0,0,0,0,1
AlphaBeta+MCTS+__vs__Génétique (éval AB)__seed8190002__Bstart,,B,B,victory,7,"1,3,SQUARE | 1,1,CIRCLE | 2,2,TRIANGLE | 2,0,SQUARE",3.347020,5.446204,3,4,119,177,0,0,0,0,1,0
