game_uid,pair,starter,winner,end_reason,plies_total,opening,time_p1,time_p2,moves_p1,moves_p2,branch_sum_p1,branch_sum_p2,forced_p1,forced_p2,missed_win_p1,missed_win_p2,gave_opp_win_p1,gave_opp_win_p2
Génétique (éval AB)__vs__MCTS+__seed8190005__Astart,,A,A,victory,9,"3,3,DIAMOND | 1,0,TRIANGLE | 1,1,CIRCLE | 0,2,SQUARE",3.859322,4.800429,5,4,183,130,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8190006__Bstart,,B,B,victory,9,"0,3,TRIANGLE | 1,2,CIRCLE | 3,2,SQUARE | 2,1,DIAMOND",8.065994,4.800776,4,5,141,174,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9200005__Astart,,A,B,victory,10,"1,0,CIRCLE | 2,1,SQUARE | 2,2,DIAMOND | 0,0,TRIANGLE",7.384900,4.800549,5,5,185,145,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9200006__Bstart,,B,B,victory,7,"2,0,DIAMOND | 1,1,DIAMOND | 3,2,TRIANGLE | 1,3,TRIANGLE",8.344376,3.600629,3,4,117,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1010007__Astart,,A,A,victory,9,"2,2,SQUARE | 1,0,TRIANGLE | 0,3,TRIANGLE | 3,1,CIRCLE",5.605510,4.800494,5,4,192,133,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1010008__Bstart,,B,B,victory,7,"2,2,TRIANGLE | 1,1,DIAMOND | 0,3,DIAMOND | 3,0,TRIANGLE",8.511560,3.600764,3,4,117,172,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2020007__Astart,,A,A,victory,9,"3,2,DIAMOND | 0,3,CIRCLE | 2,1,TRIANGLE | 1,0,SQUARE",4.308507,4.800599,5,4,188,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2020008__Bstart,,B,B,victory,9,"3,0,CIRCLE | 1,2,TRIANGLE | 2,3,TRIANGLE | 0,1,CIRCLE",8.298978,4.800674,4,5,131,194,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3030007__Astart,,A,A,victory,9,"1,0,CIRCLE | 2,3,SQUARE | 2,1,DIAMOND | 0,2,TRIANGLE",7.369069,4.800537,5,4,189,139,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3030008__Bstart,,B,B,victory,7,"3,2,TRIANGLE | 2,1,DIAMOND | 0,3,CIRCLE | 0,0,SQUARE",8.375722,3.600519,3,4,117,174,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4040007__Astart,,A,A,victory,9,"1,2,SQUARE | 0,1,CIRCLE | 3,3,CIRCLE | 2,0,SQUARE",7.597384,4.800553,5,4,186,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4040008__Bstart,,B,A,victory,10,"0,2,CIRCLE | 2,1,SQUARE | 1,0,SQUARE | 3,3,CIRCLE",9.849504,6.000553,5,5,152,179,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5050007__Astart,,A,A,victory,9,"3,3,CIRCLE | 0,2,TRIANGLE | 1,2,SQUARE | 2,3,DIAMOND",4.915225,4.800416,5,4,183,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5050008__Bstart,,B,B,victory,9,"1,2,DIAMOND | 2,1,SQUARE | 0,0,CIRCLE | 1,3,CIRCLE",8.099553,4.800565,4,5,132,186,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6060007__Astart,,A,B,victory,8,"1,0,TRIANGLE | 0,2,DIAMOND | 2,2,SQUARE | 3,3,TRIANGLE",4.567306,3.600397,4,4,173,141,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6060008__Bstart,,B,B,victory,7,"0,1,CIRCLE | 2,2,CIRCLE | 3,0,SQUARE | 0,3,SQUARE",9.629881,3.600653,3,4,117,173,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7070007__Astart,,A,A,victory,9,"2,0,SQUARE | 0,3,DIAMOND | 1,1,DIAMOND | 3,2,SQUARE",4.927193,4.800432,5,4,187,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7070008__Bstart,,B,B,victory,7,"3,3,DIAMOND | 1,1,CIRCLE | 0,2,TRIANGLE | 2,2,SQUARE",7.394968,3.600519,3,4,119,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8080007__Astart,,A,A,victory,9,"3,1,SQUARE | 0,0,CIRCLE | 2,2,CIRCLE | 1,3,TRIANGLE",5.592732,4.800379,5,4,186,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8080008__Bstart,,B,B,victory,7,"0,1,CIRCLE | 2,2,CIRCLE | 1,3,SQUARE | 3,1,DIAMOND",10.502828,3.600592,3,4,117,173,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9090007__Astart,,A,A,victory,9,"1,3,CIRCLE | 3,0,SQUARE | 2,2,SQUARE | 0,1,TRIANGLE",6.274149,4.800515,5,4,188,125,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9090008__Bstart,,B,B,victory,9,"0,1,SQUARE | 2,2,CIRCLE | 3,0,DIAMOND | 1,1,DIAMOND",7.679107,4.800721,4,5,132,188,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1120007__Astart,,A,A,victory,9,"0,2,SQUARE | 2,3,SQUARE | 1,1,TRIANGLE | 3,0,TRIANGLE",5.861504,4.800416,5,4,188,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1120008__Bstart,,B,B,victory,9,"0,0,SQUARE | 2,2,TRIANGLE | 3,1,CIRCLE | 1,1,DIAMOND",9.242888,4.800578,4,5,139,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2130007__Astart,,A,A,victory,9,"1,2,CIRCLE | 0,0,CIRCLE | 2,1,TRIANGLE | 3,3,SQUARE",7.141709,4.800558,5,4,191,134,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2130008__Bstart,,B,B,victory,9,"1,3,DIAMOND | 2,1,TRIANGLE | 3,2,CIRCLE | 0,2,SQUARE",7.833264,4.800631,4,5,139,173,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3140007__Astart,,A,A,victory,11,"1,1,CIRCLE | 2,0,SQUARE | 2,2,DIAMOND | 0,1,TRIANGLE",7.179072,6.000445,6,5,183,134,1,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3140008__Bstart,,B,B,victory,9,"3,3,CIRCLE | 1,1,TRIANGLE | 0,2,DIAMOND | 2,0,CIRCLE",8.852557,4.800861,4,5,131,188,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4150007__Astart,,A,A,victory,9,"0,3,CIRCLE | 3,2,SQUARE | 1,1,SQUARE | 2,0,DIAMOND",6.137538,4.805536,5,4,188,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4150008__Bstart,,B,B,victory,9,"3,2,CIRCLE | 2,1,CIRCLE | 0,3,SQUARE | 1,1,SQUARE",9.122829,4.800624,4,5,136,192,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5160007__Astart,,A,A,victory,11,"2,1,CIRCLE | 0,0,DIAMOND | 1,2,TRIANGLE | 1,3,SQUARE",5.863007,5.998773,6,5,182,132,1,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5160008__Bstart,,B,A,victory,10,"0,2,CIRCLE | 1,1,TRIANGLE | 1,0,SQUARE | 2,3,DIAMOND",8.695006,5.999659,5,5,144,173,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6170007__Astart,,A,A,victory,11,"2,1,SQUARE | 1,1,TRIANGLE | 0,0,CIRCLE | 3,0,DIAMOND",5.096407,6.000041,6,5,194,141,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6170008__Bstart,,B,B,victory,11,"3,2,SQUARE | 2,1,DIAMOND | 1,3,DIAMOND | 1,0,CIRCLE",8.612679,6.000622,5,6,138,183,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7180007__Astart,,A,A,victory,9,"1,2,SQUARE | 0,0,SQUARE | 2,1,DIAMOND | 3,1,TRIANGLE",6.202316,4.800450,5,4,188,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7180008__Bstart,,B,B,victory,9,"1,2,CIRCLE | 2,2,TRIANGLE | 0,1,DIAMOND | 1,3,DIAMOND",9.403042,4.800479,4,5,137,183,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8190007__Astart,,A,A,victory,11,"3,1,CIRCLE | 1,0,TRIANGLE | 2,2,TRIANGLE | 0,3,CIRCLE",6.273922,6.000384,6,5,194,143,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8190008__Bstart,,B,B,victory,7,"1,3,CIRCLE | 2,2,TRIANGLE | 3,2,DIAMOND | 0,1,SQUARE",7.920071,3.600488,3,4,119,165,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9200007__Astart,,A,A,victory,9,"1,3,TRIANGLE | 3,1,CIRCLE | 2,2,DIAMOND | 0,0,SQUARE",4.960205,4.800441,5,4,191,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9200008__Bstart,,B,B,victory,9,"2,1,TRIANGLE | 1,1,DIAMOND | 0,3,SQUARE | 2,0,CIRCLE",7.565493,4.800598,4,5,128,191,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1010009__Astart,,A,A,victory,9,"0,2,DIAMOND | 2,3,SQUARE | 1,1,TRIANGLE | 3,0,CIRCLE",4.560555,4.800373,5,4,188,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1010010__Bstart,,B,B,victory,9,"3,3,TRIANGLE | 1,1,CIRCLE | 2,0,DIAMOND | 3,2,SQUARE",8.617105,4.800516,4,5,124,187,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2020009__Astart,,A,A,victory,11,"0,3,CIRCLE | 2,3,SQUARE | 2,2,TRIANGLE | 3,0,DIAMOND",5.586458,6.000608,6,5,194,150,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2020010__Bstart,,B,B,victory,11,"0,0,DIAMOND | 2,2,CIRCLE | 1,3,TRIANGLE | 1,1,SQUARE",8.131336,6.000724,5,6,147,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3030009__Astart,,A,A,victory,9,"0,0,DIAMOND | 2,1,SQUARE | 1,2,CIRCLE | 3,3,TRIANGLE",5.605970,4.800476,5,4,188,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3030010__Bstart,,B,B,victory,9,"0,0,DIAMOND | 2,2,CIRCLE | 3,1,SQUARE | 1,1,TRIANGLE",8.382452,4.800629,4,5,139,175,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4040009__Astart,,A,A,victory,11,"1,2,CIRCLE | 3,0,SQUARE | 2,3,DIAMOND | 2,2,TRIANGLE",6.047797,6.000444,6,5,193,148,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4040010__Bstart,,B,B,victory,7,"1,3,CIRCLE | 2,2,CIRCLE | 0,0,TRIANGLE | 3,1,DIAMOND",9.709154,3.600500,3,4,117,173,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5050009__Astart,,A,A,victory,9,"2,0,DIAMOND | 1,2,TRIANGLE | 3,3,TRIANGLE | 0,1,CIRCLE",4.866238,4.800501,5,4,192,133,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5050010__Bstart,,B,B,victory,9,"3,1,TRIANGLE | 1,2,SQUARE | 0,0,DIAMOND | 2,1,DIAMOND",8.161136,4.800629,4,5,134,184,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6060009__Astart,,A,A,victory,9,"0,0,CIRCLE | 3,3,SQUARE | 2,1,TRIANGLE | 1,2,DIAMOND",5.829713,4.800510,5,4,188,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6060010__Bstart,,B,A,victory,10,"2,0,SQUARE | 1,1,CIRCLE | 0,1,DIAMOND | 3,0,TRIANGLE",8.624485,6.000646,5,5,142,185,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7070009__Astart,,A,A,victory,11,"3,2,CIRCLE | 3,0,TRIANGLE | 2,2,TRIANGLE | 1,3,DIAMOND",4.620264,6.000486,6,5,191,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7070010__Bstart,,B,B,victory,9,"1,2,CIRCLE | 2,1,CIRCLE | 3,3,DIAMOND | 1,0,DIAMOND",10.106978,4.800602,4,5,130,196,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8080009__Astart,,A,A,victory,11,"3,2,TRIANGLE | 0,3,DIAMOND | 2,1,CIRCLE | 2,2,SQUARE",4.514716,6.000492,6,5,193,148,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8080010__Bstart,,B,B,victory,9,"3,1,CIRCLE | 2,2,SQUARE | 2,3,DIAMOND | 0,0,DIAMOND",9.258095,4.800770,4,5,125,185,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9090009__Astart,,A,A,victory,11,"1,0,DIAMOND | 0,2,CIRCLE | 2,2,TRIANGLE | 1,1,SQUARE",4.934377,6.000546,6,5,193,140,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9090010__Bstart,,B,B,victory,9,"3,3,CIRCLE | 1,1,CIRCLE | 2,0,TRIANGLE | 0,3,TRIANGLE",8.773821,4.800624,4,5,133,193,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1120009__Astart,,A,A,victory,11,"0,1,TRIANGLE | 2,0,CIRCLE | 3,3,DIAMOND | 1,1,SQUARE",5.204278,6.000470,6,5,184,148,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1120010__Bstart,,B,B,victory,9,"3,1,DIAMOND | 2,2,SQUARE | 2,3,CIRCLE | 0,0,CIRCLE",7.821084,4.801018,4,5,125,185,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2130009__Astart,,A,A,victory,9,"0,0,TRIANGLE | 3,2,TRIANGLE | 2,1,DIAMOND | 1,3,CIRCLE",4.985120,4.800449,5,4,188,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2130010__Bstart,,B,B,victory,9,"3,0,CIRCLE | 1,2,TRIANGLE | 2,3,SQUARE | 0,1,SQUARE",8.986209,4.800680,4,5,125,186,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3140009__Astart,,A,A,victory,9,"2,0,TRIANGLE | 0,2,SQUARE | 1,1,DIAMOND | 3,3,DIAMOND",4.844891,4.800497,5,4,188,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3140010__Bstart,,B,B,victory,9,"2,1,DIAMOND | 2,2,TRIANGLE | 0,0,CIRCLE | 3,1,CIRCLE",7.535463,4.800718,4,5,133,186,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4150009__Astart,,A,A,victory,11,"1,3,CIRCLE | 0,1,TRIANGLE | 2,2,TRIANGLE | 3,0,DIAMOND",6.179174,6.000664,6,5,190,145,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4150010__Bstart,,B,B,victory,9,"0,3,CIRCLE | 2,1,DIAMOND | 3,2,SQUARE | 1,2,TRIANGLE",9.308212,4.800788,4,5,139,175,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5160009__Astart,,A,B,victory,8,"0,0,TRIANGLE | 1,1,DIAMOND | 2,3,DIAMOND | 0,2,CIRCLE",3.619085,3.600478,4,4,175,129,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5160010__Bstart,,B,A,victory,10,"2,3,SQUARE | 1,1,DIAMOND | 0,2,CIRCLE | 2,0,CIRCLE",9.177211,6.005950,5,5,146,189,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6170009__Astart,,A,A,victory,9,"0,3,SQUARE | 3,2,DIAMOND | 2,2,TRIANGLE | 1,3,CIRCLE",4.552559,4.807704,5,4,179,135,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6170010__Bstart,,B,B,victory,9,"3,0,TRIANGLE | 1,1,DIAMOND | 2,2,CIRCLE | 0,3,CIRCLE",8.483441,4.801181,4,5,130,193,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7180009__Astart,,A,A,victory,11,"2,1,DIAMOND | 0,2,CIRCLE | 1,3,SQUARE | 3,3,TRIANGLE",5.688247,6.000564,6,5,185,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7180010__Bstart,,B,A,victory,10,"0,2,TRIANGLE | 2,1,CIRCLE | 1,0,SQUARE | 1,3,DIAMOND",8.464988,6.000528,5,5,146,173,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8190009__Astart,,A,A,victory,11,"0,2,DIAMOND | 1,1,SQUARE | 2,1,CIRCLE | 0,3,TRIANGLE",5.536467,6.000604,6,5,183,132,1,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8190010__Bstart,,B,B,victory,9,"0,3,TRIANGLE | 2,1,CIRCLE | 1,0,SQUARE | 3,2,TRIANGLE",7.554984,4.800643,4,5,132,190,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9200009__Astart,,A,A,victory,11,"3,3,SQUARE | 1,2,TRIANGLE | 1,1,CIRCLE | 2,3,DIAMOND",4.789922,6.000501,6,5,200,143,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9200010__Bstart,,B,B,victory,9,"3,2,DIAMOND | 1,1,DIAMOND | 0,3,TRIANGLE | 2,2,TRIANGLE",7.484660,4.800779,4,5,132,192,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1010011__Astart,,A,A,victory,11,"1,0,CIRCLE | 0,3,TRIANGLE | 2,1,SQUARE | 3,2,DIAMOND",6.247714,6.000633,6,5,191,145,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1010012__Bstart,,B,B,victory,9,"3,3,SQUARE | 1,1,CIRCLE | 2,0,TRIANGLE | 2,2,DIAMOND",9.371323,4.800640,4,5,139,175,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed2020011__Astart,,A,A,victory,11,"0,2,SQUARE | 3,3,TRIANGLE | 2,1,CIRCLE | 1,2,DIAMOND",4.370842,6.000423,6,5,182,132,1,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2020012__Bstart,,B,A,victory,10,"2,3,CIRCLE | 1,2,TRIANGLE | 1,0,DIAMOND | 0,0,SQUARE",8.173675,6.000679,5,5,150,167,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3030011__Astart,,A,B,victory,10,"2,2,CIRCLE | 1,3,TRIANGLE | 1,1,SQUARE | 3,2,DIAMOND",6.160961,4.800397,5,5,184,147,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3030012__Bstart,,B,B,victory,7,"1,0,SQUARE | 2,2,SQUARE | 0,3,TRIANGLE | 3,1,DIAMOND",8.405182,3.600455,3,4,117,173,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4040011__Astart,,A,A,victory,11,"1,2,TRIANGLE | 3,3,DIAMOND | 2,1,CIRCLE | 0,2,SQUARE",4.478000,6.000396,6,5,182,132,1,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4040012__Bstart,,B,B,victory,7,"3,0,DIAMOND | 1,2,CIRCLE | 2,3,SQUARE | 2,1,TRIANGLE",7.429723,3.600471,3,4,119,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5050011__Astart,,A,A,victory,11,"0,1,TRIANGLE | 3,0,SQUARE | 1,2,CIRCLE | 2,3,TRIANGLE",4.792359,6.000491,6,5,190,145,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5050012__Bstart,,B,B,victory,9,"1,0,SQUARE | 2,2,DIAMOND | 3,1,TRIANGLE | 0,1,CIRCLE",8.303102,4.800823,4,5,139,175,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6060011__Astart,,A,A,victory,9,"3,1,CIRCLE | 0,1,TRIANGLE | 2,2,SQUARE | 1,3,DIAMOND",5.458740,4.800459,5,4,186,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed6060012__Bstart,,B,A,victory,10,"2,1,CIRCLE | 2,2,DIAMOND | 0,3,TRIANGLE | 3,1,TRIANGLE",9.625093,6.000785,5,5,148,187,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7070011__Astart,,A,A,victory,9,"1,3,SQUARE | 0,2,CIRCLE | 2,1,DIAMOND | 3,3,TRIANGLE",6.045396,4.800490,5,4,187,130,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7070012__Bstart,,B,B,victory,9,"3,1,TRIANGLE | 1,2,CIRCLE | 2,3,DIAMOND | 3,0,SQUARE",7.524064,4.800844,4,5,136,171,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8080011__Astart,,A,A,victory,9,"0,0,SQUARE | 2,1,CIRCLE | 1,2,CIRCLE | 3,3,DIAMOND",6.264700,4.800527,5,4,188,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8080012__Bstart,,B,B,victory,11,"1,0,DIAMOND | 2,2,TRIANGLE | 0,3,CIRCLE | 1,1,SQUARE",8.352542,6.000809,5,6,128,185,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9090011__Astart,,A,A,victory,9,"2,1,TRIANGLE | 1,2,SQUARE | 0,2,DIAMOND | 3,3,TRIANGLE",6.058338,4.800766,5,4,186,138,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9090012__Bstart,,B,B,victory,9,"3,0,TRIANGLE | 1,2,CIRCLE | 2,2,SQUARE | 0,1,SQUARE",8.157325,4.800734,4,5,131,189,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1120011__Astart,,A,A,victory,11,"2,3,SQUARE | 3,0,DIAMOND | 1,2,CIRCLE | 2,2,TRIANGLE",4.138488,6.000385,6,5,193,148,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1120012__Bstart,,B,A,victory,10,"2,2,CIRCLE | 1,1,DIAMOND | 3,0,TRIANGLE | 3,3,SQUARE",9.010747,6.000539,5,5,144,172,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2130011__Astart,,A,A,victory,9,"0,3,SQUARE | 2,1,TRIANGLE | 1,1,CIRCLE | 3,2,SQUARE",5.782903,4.800440,5,4,189,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2130012__Bstart,,B,B,victory,7,"0,3,TRIANGLE | 2,1,CIRCLE | 3,2,CIRCLE | 1,1,TRIANGLE",7.829841,3.600955,3,4,117,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3140011__Astart,,A,A,victory,11,"2,0,DIAMOND | 0,3,CIRCLE | 1,2,SQUARE | 3,2,TRIANGLE",4.520814,6.000618,6,5,194,148,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed3140012__Bstart,,B,B,victory,9,"0,0,SQUARE | 2,2,CIRCLE | 2,1,DIAMOND | 1,3,DIAMOND",7.981950,4.800675,4,5,131,189,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed4150011__Astart,,A,A,victory,9,"0,0,DIAMOND | 2,3,CIRCLE | 1,2,CIRCLE | 3,1,TRIANGLE",4.804527,4.800660,5,4,188,134,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed4150012__Bstart,,B,B,victory,7,"0,1,CIRCLE | 1,2,CIRCLE | 2,0,TRIANGLE | 3,2,TRIANGLE",10.307971,3.600621,3,4,117,176,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed5160011__Astart,,A,A,victory,11,"1,2,CIRCLE | 0,1,SQUARE | 2,1,DIAMOND | 1,3,TRIANGLE",7.165822,6.000455,6,5,195,140,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed5160012__Bstart,,B,B,victory,7,"1,3,SQUARE | 2,2,TRIANGLE | 0,0,CIRCLE | 3,1,DIAMOND",8.546349,3.600742,3,4,117,172,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6170011__Astart,,A,B,victory,8,"2,1,DIAMOND | 1,0,CIRCLE | 1,2,TRIANGLE | 3,3,SQUARE",6.557220,3.600462,4,4,173,140,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed6170012__Bstart,,B,B,victory,9,"3,0,TRIANGLE | 1,2,SQUARE | 0,1,CIRCLE | 2,3,DIAMOND",8.031298,4.800750,4,5,126,187,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed7180011__Astart,,A,A,victory,11,"2,0,CIRCLE | 3,3,TRIANGLE | 1,1,DIAMOND | 0,2,SQUARE",5.023268,6.000405,6,5,193,143,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed7180012__Bstart,,B,B,victory,11,"2,0,SQUARE | 1,1,CIRCLE | 3,2,DIAMOND | 2,3,TRIANGLE",8.806773,6.000596,5,6,149,179,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed8190011__Astart,,A,A,victory,9,"3,1,DIAMOND | 1,0,TRIANGLE | 2,2,TRIANGLE | 0,3,DIAMOND",4.842355,4.800547,5,4,186,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed8190012__Bstart,,B,B,victory,9,"2,3,DIAMOND | 1,1,TRIANGLE | 3,0,SQUARE | 2,2,SQUARE",7.794805,4.800522,4,5,136,185,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed9200011__Astart,,A,A,victory,9,"2,0,SQUARE | 3,2,TRIANGLE | 1,2,DIAMOND | 2,1,CIRCLE",4.494633,4.800499,5,4,187,137,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed9200012__Bstart,,B,B,victory,7,"3,2,CIRCLE | 2,1,TRIANGLE | 0,1,SQUARE | 0,0,DIAMOND",8.272646,3.600490,3,4,117,177,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed1010013__Astart,,A,A,victory,11,"0,1,DIAMOND | 2,2,TRIANGLE | 1,2,SQUARE | 3,0,CIRCLE",5.217313,6.000447,6,5,191,146,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed1010014__Bstart,,B,A,victory,10,"2,0,SQUARE | 1,2,TRIANGLE | 0,1,TRIANGLE | 3,3,SQUARE",8.850918,6.000821,5,5,144,188,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2020013__Astart,,A,A,victory,9,"2,0,CIRCLE | 0,1,CIRCLE | 1,2,TRIANGLE | 1,3,DIAMOND",6.391484,4.800391,5,4,185,136,0,0,0,0,0,1
Génétique (éval AB)__vs__MCTS+__seed2020014__Bstart,,B,B,victory,9,"0,3,TRIANGLE | 2,1,SQUARE | 1,0,DIAMOND | 1,2,CIRCLE",7.844104,4.800550,4,5,139,174,0,0,0,0,1,0
Génétique (éval AB)__vs__MCTS+__seed3030013__Astart,,A,A,victory,9,"0,3,CIRCLE | 1,0,CIRCLE | 2,2,DIAMOND | 3,1,TRIANGLE",6.691957,4.800580,5,4,192,133,0,0,0,0,0,1
