game_uid,pair,starter,winner,end_reason,plies_total,opening,time_p1,time_p2,moves_p1,moves_p2,branch_sum_p1,branch_sum_p2,forced_p1,forced_p2,missed_win_p1,missed_win_p2,gave_opp_win_p1,gave_opp_win_p2
AlphaBeta++__vs__AlphaBeta+MCTS+__seed1010001__Astart,,A,B,no_move,12,"1,1,CIRCLE | 1,2,SQUARE | 3,0,SQUARE | 3,3,CIRCLE",3.989411,3.581266,6,6,193,158,0,0,0,0,0,0
AlphaBeta++__vs__AlphaBeta+MCTS+__seed3030014__Bstart,,B,A,victory,10,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 3,1,SQUARE",2.884116,4.903640,5,5,154,185,0,0,0,0,0,1
AlphaBeta++__vs__AlphaBeta+MCTS+__seed4040013__Astart,,A,B,no_move,12,"1,1,CIRCLE | 1,2,SQUARE | 3,0,SQUARE | 3,3,CIRCLE",3.976601,3.581227,6,6,193,158,0,0,0,0,0,0
AlphaBeta++__vs__AlphaBeta+MCTS+__seed4040014__Bstart,,B,A,victory,8,"1,2,CIRCLE | 2,1,CIRCLE | 1,1,SQUARE | 0,0,TRIANGLE",3.093434,4.549406,4,4,141,172,0,0,0,0,0,1
AlphaBeta++__vs__AlphaBeta+MCTS+__seed5050013__Astart,,A,B,no_move,12,"1,1,CIRCLE | 1,2,SQUARE | 3,0,SQUARE | 3,3,CIRCLE",3.986128,3.581725,6,6,193,158,0,0,0,0,0,0
AlphaBeta++__vs__AlphaBeta+MCTS+__seed5050014__Bstart,,B,A,victory,8,"1,2,CIRCLE | 2,1,CIRCLE | 1,1,SQUARE | 0,0,TRIANGLE",3.095702,4.549243,4,4,141,172,0,0,0,0,0,1
AlphaBeta++__vs__AlphaBeta+MCTS+__seed6060013__Astart,,A,B,no_move,12,"1,1,CIRCLE | 1,2,SQUARE | 3,0,SQUARE | 3,3,CIRCLE",4.007118,3.580874,6,6,193,158,0,0,0,0,0,0
AlphaBeta++__vs__AlphaBeta+MCTS+__seed6060014__Bstart,,B,A,victory,8,"1,2,CIRCLE | 2,1,CIRCLE | 1,1,SQUARE | 0,0,TRIANGLE",2.858081,4.295968,4,4,147,163,0,0,0,0,0,1
AlphaBeta++__vs__AlphaBeta+MCTS+__seed7070013__Astart,,A,A,victory,15,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 2,1,SQUARE",3.965544,5.528998,8,7,199,156,0,0,0,0,0,1
AlphaBeta++__vs__AlphaBeta+MCTS+__seed7070014__Bstart,,B,A,victory,8,"1,2,CIRCLE | 2,1,CIRCLE | 1,1,SQUARE | 0,0,TRIANGLE",2.859971,4.295994,4,4,147,163,0,0,0,0,0,1
AlphaBeta++__vs__AlphaBeta+MCTS+__seed8080013__Astart,,A,B,no_move,12,"1,1,CIRCLE | 1,2,SQUARE | 3,0,SQUARE | 3,3,CIRCLE",3.988143,3.598290,6,6,193,158,0,0,0,0,0,0
AlphaBeta++__vs__AlphaBeta+MCTS+__seed8080014__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 1,2,SQUARE | 0,3,TRIANGLE",2.886197,4.296195,4,4,147,163,0,0,0,0,0,1
AlphaBeta++__vs__AlphaBeta+MCTS+__seed9090013__Astart,,A,B,no_move,12,"1,1,CIRCLE | 1,2,SQUARE | 3,0,SQUARE | 3,3,CIRCLE",3.982077,3.581679,6,6,193,158,0,0,0,0,0,0
AlphaBeta++__vs__AlphaBeta+MCTS+__seed9090014__Bstart,,B,B,victory,9,"1,2,CIRCLE | 2,1,CIRCLE | 0,0,SQUARE | 3,2,SQUARE",2.797859,3.954652,4,5,138,188,0,0,0,0,1,0
AlphaBeta++__vs__AlphaBeta+MCTS+__seed1120013__Astart,,A,B,no_move,12,"1,1,CIRCLE | 1,2,SQUARE | 3,0,SQUARE | 3,3,CIRCLE",3.980610,3.581828,6,6,193,158,0,0,0,0,0,0
AlphaBeta++__vs__AlphaBeta+MCTS+__seed1120014__Bstart,,B,A,victory,10,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 3,1,SQUARE",2.866975,4.906126,5,5,154,185,0,0,0,0,0,1
AlphaBeta++__vs__AlphaBeta+MCTS+__seed2130013__Astart,,A,B,no_move,12,"1,1,CIRCLE | 1,2,SQUARE | 3,0,SQUARE | 3,3,CIRCLE",3.977628,3.580448,6,6,193,158,0,0,0,0,0,0
AlphaBeta++__vs__AlphaBeta+MCTS+__seed2130014__Bstart,,B,B,victory,11,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 3,0,SQUARE",2.873294,4.048789,5,6,148,190,0,0,0,0,1,0
AlphaBeta++__vs__AlphaBeta+MCTS+__seed3140013__Astart,,A,B,no_move,12,"1,1,CIRCLE | 1,2,SQUARE | 3,0,SQUARE | 3,3,CIRCLE",3.986217,3.581574,6,6,193,158,0,0,0,0,0,0
AlphaBeta++__vs__AlphaBeta+MCTS+__seed3140014__Bstart,,B,A,victory,8,"1,2,CIRCLE | 2,1,CIRCLE | 1,1,SQUARE | 0,0,TRIANGLE",3.087720,4.562356,4,4,141,172,0,0,0,0,0,1
AlphaBeta++__vs__AlphaBeta+MCTS+__seed4150013__Astart,,A,A,victory,9,"1,1,CIRCLE | 2,2,CIRCLE | 0,2,SQUARE | 1,0,SQUARE",3.506432,3.965272,5,4,190,139,0,0,0,0,0,1
AlphaBeta++__vs__AlphaBeta+MCTS+__seed4150014__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 1,2,SQUARE | 0,3,TRIANGLE",2.883295,4.297276,4,4,147,163,0,0,0,0,0,1
AlphaBeta++__vs__AlphaBeta+MCTS+__seed5160013__Astart,,A,A,victory,11,"1,1,CIRCLE | 1,2,SQUARE | 3,0,SQUARE | 2,2,CIRCLE",3.971775,4.712337,6,5,205,153,0,0,0,0,0,1
AlphaBeta++__vs__AlphaBeta+MCTS+__seed5160014__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 1,2,SQUARE | 0,3,TRIANGLE",2.893763,4.296335,4,4,147,163,0,0,0,0,0,1
AlphaBeta++__vs__AlphaBeta+MCTS+__seed6170013__Astart,,A,B,no_move,12,"1,1,CIRCLE | 1,2,SQUARE | 3,0,SQUARE | 3,3,CIRCLE",3.982484,3.581388,6,6,193,158,0,0,0,0,0,0
AlphaBeta++__vs__AlphaBeta+MCTS+__seed6170014__Bstart,,B,A,victory,8,"1,2,CIRCLE | 2,1,CIRCLE | 1,1,SQUARE | 0,0,TRIANGLE",2.861672,4.295699,4,4,147,163,0,0,0,0,0,1
AlphaBeta++__vs__AlphaBeta+MCTS+__seed7180013__Astart,,A,B,no_move,12,"1,1,CIRCLE | 1,2,SQUARE | 3,0,SQUARE | 3,3,CIRCLE",3.949151,3.581631,6,6,193,158,0,0,0,0,0,0
AlphaBeta++__vs__AlphaBeta+MCTS+__seed7180014__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 1,2,SQUARE | 0,3,TRIANGLE",2.873448,4.297175,4,4,147,163,0,0,0,0,0,1
AlphaBeta++__vs__AlphaBeta+MCTS+__seed8190013__Astart,,A,B,no_move,12,"1,1,CIRCLE | 1,2,SQUARE | 3,0,SQUARE | 3,3,CIRCLE",3.980346,3.581587,6,6,193,158,0,0,0,0,0,0
AlphaBeta++__vs__AlphaBeta+MCTS+__seed8190014__Bstart,,B,A,victory,8,"1,1,CIRCLE | 2,2,CIRCLE | 1,2,SQUARE | 0,3,TRIANGLE",3.113127,4.541081,4,4,141,172,0,0,0,0,0,1
AlphaBeta++__vs__AlphaBeta+MCTS+__seed9200013__Astart,,A,B,no_move,12,"1,1,CIRCLE | 1,2,SQUARE | 3,0,SQUARE | 3,3,CIRCLE",3.977935,3.581974,6,6,193,158,0,0,0,0,0,0
AlphaBeta++__vs__AlphaBeta+MCTS+__seed9200014__Bstart,,B,A,victory,8,"1,2,CIRCLE | 2,1,CIRCLE | 1,1,SQUARE | 0,0,TRIANGLE",3.086478,4.549966,4,4,141,172,0,0,0,0,0,1
